Date,Title,Incident Area,City,State,Latitude,Longitude,Fatalities,Injured,Race,Gender,"Latitude, Longitude"
4/10/2007,Springwater Trail High School,Springwater Trail High School,Gresham, Oregon,45.502,-122.441,0,10,Some other race,Male,"(45.502, -122.441)"
2/12/2007,Trolley Square,Trolley Square,Salt Lake City, Utah,40.778,-111.931,6,4,White American or European American,Male,"(40.778, -111.931)"
10/2/2006,Amish school shooting,Bart Township,Lancaster County, Pennsylvania,39.959,-76.081,6,5,white,Male,"(39.959, -76.081)"
10/2/2006,West Nickel Mines Amish School,Bart Township,Nickel Mines," Lancaster, Pennsylvania",40.042,-76.301,6,5,White American or European American,Male,"(40.042, -76.301)"
9/17/2006,Duquesne University,,Pittsburgh, Pennsylvania,40.439,-79.976,0,5,Black American or African American,Male,"(40.439, -79.976)"
8/30/2006,Orange High School,Home+School,Hillsborough, North Carolina,36.041,-79.097,1,2,Some other race,Male,"(36.041, -79.097)"
8/24/2006,Essex Elementary School,Home+School,Essex Junction, Vermont,44.49,-73.114,2,2,Black American or African American,Male,"(44.49, -73.114)"
3/25/2006,Capitol Hill massacre,Capitol Hill neighborhood of Seattle,Seattle, Washington,47.623,-122.316,7,2,white,Male,"(47.623, -122.316)"
1/30/2006,Goleta Post Office,Goleta Post Office,Goleta, California,34.436,-119.859,8,0,White American or European American,Female,"(34.436, -119.859)"
3/21/2005,Red Lake High School,Home+School,Red Lake, Minnesota,47.871,-95.005,10,5,Native American or Alaska Native,Male,"(47.871, -95.005)"
3/12/2005,Living Church of God,Church,Brookfield, Wisconsin,43.064,-88.123,8,4,White American or European American,Male,"(43.064, -88.123)"
2/24/2005,Tyler Courthouse,Smith County Courthouse,Tyler, Texas,32.315,-95.305,3,4,Some other race,Male,"(32.315, -95.305)"
12/8/2004,Damageplan show at the Alrosa Villa Nightclub,,Columbus, Ohio,39.989,-82.989,5,7,White American or European American,Male,"(39.989, -82.989)"
11/21/2004,"Birchwood, Wisconsin",forests of Birchwood,Birchwood, Wisconsin,45.658,-91.551,6,2,Asian American,Male,"(45.658, -91.551)"
8/27/2003,Windy City Core Supply Warehouse,Warehouse,Chicago, Illinois,41.839,-87.688,7,0,Some other race,Male,"(41.839, -87.688)"
7/8/2003,Lockheed Martin shooting,Workplace,Meridian, Mississippi,32.376,-88.69,7,8,white,Male,"(32.376, -88.69)"
5/9/2003,Case Western Reserve University,School,Cleveland, Ohio,41.477,-81.681,1,2,Asian American,Male,"(41.477, -81.681)"
10/28/2002,University of Arizona College of Nursing,University of Arizona,Tucson, Arizona,32.154,-110.968,4,0,Some other race,Male,"(32.154, -110.968)"
1/16/2002,Appalachian School of Law,Appalachian School of Law,Grundy, Virginia,37.275,-82.099,3,3,Black American or African American,Male,"(37.275, -82.099)"
3/5/2001,Santana High School,Santana High School,Santee," San Diego, California",32.864,-117.128,2,13,White American or European American,Male,"(32.864, -117.128)"
2/5/2001,Navistar International,Navistar in Melrose Park,Melrose Park, Illinois,41.903,-87.864,6,4,Black American or African American,Male,"(41.903, -87.864)"
12/26/2000,Wakefield massacre,Edgewater Technology,Wakefield, Massachusetts,42.506,-71.073,7,0,white,Male,"(42.506, -71.073)"
12/30/1999,Radisson Bay Harbor Inn,,Tampa, Florida,27.996,-82.445,5,3,Some other race,Male,"(27.996, -82.445)"
12/6/1999,Fort Gibson Middle School,Fort Gibson Middle School,Fort Gibson, Oklahoma,35.777,-95.26,0,4,White American or European American,Male,"(35.777, -95.26)"
11/2/1999,Xerox killings,,Honolulu, Hawaii,21.326,-157.847,7,0,Asian,Male,"(21.326, -157.847)"
9/15/1999,Wedgwood Baptist Church,Church,Fort Worth, Texas,32.748,-97.313,8,7,White American or European American,Male,"(32.748, -97.313)"
7/29/1999,Offices of All-Tech Investment Group and Momentum Securities,Home+Stock Exchange Office,Atlanta, Georgia,33.763,-84.423,10,12,White American or European American,Male,"(33.763, -84.423)"
5/20/1999,Heritage High School,Heritage High School,Conyers, Georgia,33.661,-84.027,0,6,White American or European American,Male,"(33.661, -84.027)"
4/20/1999,Columbine High School,Columbine High School,Littleton, Colorado,39.594,-105.015,15,24,White American or European American,Male,"(39.594, -105.015)"
10/6/1998,Riverside City Hall,City Hall Building,Riverside, California,33.938,-117.395,0,6,Black American or African American,Male,"(33.938, -117.395)"
5/21/1998,Thurston High School,Home+School,Springfield, Oregon,44.055,-123.008,4,25,White American or European American,Male,"(44.055, -123.008)"
4/24/1998,Parker Middle School Dance,Banquet Hall,Edinboro, Pennsylvania,41.876,-80.125,1,3,White American or European American,Male,"(41.876, -80.125)"
3/24/1998,Westside Middle School killings,School,Jonesboro, Arkansas,35.821,-90.668,5,10,white,Male,"(35.821, -90.668)"
3/6/1998,Connecticut State Lottery Headquarters,Workplace,Newington, Connecticut,41.687,-72.731,5,0,White American or European American,Male,"(41.687, -72.731)"
12/19/1997,Milwaukee Post Office,Workplace,Milwaukee, Wisconsin,43.064,-87.967,2,2,Black American or African American,Male,"(43.064, -87.967)"
12/18/1997,Caltrans Maintenance Yard,Workplace,Orange, California,33.789,-117.82,5,2,Some other race,Male,"(33.789, -117.82)"
12/1/1997,Heath High School,Health High School,West Paducah, Kentucky,37.085,-88.744,3,5,White American or European American,Male,"(37.085, -88.744)"
10/1/1997,Pearl High School,Home+School,Pearl, Mississippi,32.275,-90.095,2,7,White American or European American,Male,"(32.275, -90.095)"
9/15/1997,R.E. Phelon Company,R.R. Phelon Company,Aiken, South Carolina,33.475,-81.726,4,3,Black American or African American,Male,"(33.475, -81.726)"
2/19/1997,Bethel Regional High School,Bethel Regional High School,Bethel, Alaska,60.791,-161.793,2,2,White American or European American,Male,"(60.791, -161.793)"
8/15/1996,San Diego State University,San Diego State University,San Diego, California,32.864,-117.128,3,0,White American or European American,Male,"(32.864, -117.128)"
2/9/1996,Fort Lauderdale revenge shooting,,Fort Lauderdale, Florida,26.122,-80.143,6,1,black,Male,"(26.122, -80.143)"
2/2/1996,Frontier Junior High School,Frontier Junior High School,Moses Lake, Washington,47.122,-119.275,3,1,White American or European American,Male,"(47.122, -119.275)"
11/15/1995,Richland High School,Richland High School,Lynnville, Tennessee,35.378,-87.006,2,1,White American or European American,Male,"(35.378, -87.006)"
4/3/1995,Walter Rossler Company,Workplace,Corpus Christi, Texas,27.739,-97.431,6,0,Unknown,Male,"(27.739, -97.431)"
3/21/1995,Montclair Post Office,Post Office in Montclair,Montclair, New Jersey,40.826,-74.209,4,1,White American or European American,Male,"(40.826, -74.209)"
1/26/1995,Downtown Chapel Hill,,Chapel Hill, North Carolina,35.927,-79.039,2,2,White American or European American,Male,"(35.927, -79.039)"
12/30/1994,Massachusetts Abortion Clinic,health clinic,Brookline, Massachusetts,42.324,-71.141,2,5,White American or European American,Male,"(42.324, -71.141)"
11/7/1994,Wickliffe Middle School,Wickliffe Middle School,Wickliffe, Ohio,41.607,-81.469,1,3,White American or European American,Male,"(41.607, -81.469)"
6/20/1994,Fairchild Air Force Base Hospital,hospital,Fairchild Air Force Base, Washington,47.618,-117.644,5,23,White American or European American,Male,"(47.618, -117.644)"
5/26/1994,"Residence in Union, Kentucky",Home+School,Union, Kentucky,38.951,-84.671,4,0,White American or European American,Male,"(38.951, -84.671)"
12/16/1993,Chelsea High School,Chelsea High School,Chelsea, Michigan,42.313,-84.019,1,2,White American or European American,Male,"(42.313, -84.019)"
12/14/1993,Chuck E. Cheese in Aurora,Chuck E. Cheese,Aurora, Colorado,39.699,-104.787,4,1,Black American or African American,Male,"(39.699, -104.787)"
12/7/1993,Long Island Rail Road Commuter Train,Train,Garden City, New York,40.727,-73.645,6,19,Black American or African American,Male,"(40.727, -73.645)"
9/17/1993,Central Middle School,Central Middle School,Sheridan, Wyoming,44.791,-106.96,1,4,White American or European American,Male,"(44.791, -106.96)"
8/6/1993,Luigi's Restaurant in Fayetteville,Luigi's Restaurant,Fayetteville, North Carolina,35.08,-79.038,4,8,White American or European American,Male,"(35.08, -79.038)"
7/8/1993,Weber State University,Weber State University,Ogden, Utah,41.228,-111.968,1,3,Asian American,Male,"(41.228, -111.968)"
7/1/1993,Offices of Pettit & Martin in San Francisco,law firm,San Francisco, California,37.755,-122.442,9,6,White American or European American,Male,"(37.755, -122.442)"
5/6/1993,Dearborn Post Office,Workplace,Dearborn, Michigan,42.313,-83.213,2,2,Unknown,Male,"(42.313, -83.213)"
5/6/1993,Dana Point Post Office,,Dana Point, California,33.473,-117.696,1,5,White American or European American,Male,"(33.473, -117.696)"
12/14/1992,Simon's Rock College of Bard,Simon's Rock College of Bard,Great Barrington, Massachusetts,42.194,-73.362,2,4,Asian American,Male,"(42.194, -73.362)"
10/15/1992,Schuyler County Office Building,County Office Building,Watkins Glen, New York,42.38,-76.867,5,0,White American or European American,Male,"(42.38, -76.867)"
9/11/1992,Palo Duro High School,"Amarillo, Texas",Amarillo, Texas,35.183,-101.881,0,6,Unknown,Male,"(35.183, -101.881)"
5/1/1992,Lindhurst High School,Lindhurst High School,Olivehurst, California,39.082,-121.555,4,10,White American or European American,Male,"(39.082, -121.555)"
11/14/1991,Royal Oak Post Office,Post Office in Royal Oak,Royal Oak, Michigan,42.508,-83.154,5,5,White American or European American,Male,"(42.508, -83.154)"
11/1/1991,University of Iowa,University of lowa,Iowa City, Iowa,41.656,-91.531,6,1,Asian American,Male,"(41.656, -91.531)"
10/16/1991,"Luby's Cafeteria in Killeen, Texas",Luby's Cafeteria,Killeen, Texas,31.079,-97.734,24,20,White American or European American,Male,"(31.079, -97.734)"
10/10/1991,Ridgewood Post Office,,Ridgewood, New Jersey,40.982,-74.113,3,0,Black American or African American,Male,"(40.982, -74.113)"
8/9/1991,Wat Promkunaram Buddhist Temple,Buddhist Monastery,Phoenix, Arizona,33.571,-112.09,9,0,Asian American/Some other race,Male,"(33.571, -112.09)"
6/17/1990,GMAC Loan Office,,Jacksonville, Florida,30.332,-81.676,12,6,Black American or African American,Male,"(30.332, -81.676)"
9/14/1989,Standard Gravure Corporation,Standard Gravure printing company,Louisville, Kentucky,38.249,-85.726,9,12,White American or European American,Male,"(38.249, -85.726)"
8/10/1989,Orange Glenn Post Office,,Escondido, California,33.134,-117.072,4,1,White American or European American,Male,"(33.134, -117.072)"
1/17/1989,Cleveland Elementary School,Cleveland Elementary School,Stockton, California,37.966,-121.302,6,30,White American or European American,Male,"(37.966, -121.302)"
12/14/1988,New Orleans Downtown Post Office,main post office in downtown New Orleans,New Orleans, Louisiana,30.069,-89.931,0,4,Unknown,Male,"(30.069, -89.931)"
9/26/1988,Oakland Elementary School,Oakland Elementary School,Greenwood, South Carolina,34.193,-82.154,2,9,White American or European American,Male,"(34.193, -82.154)"
9/22/1988,Comet Auto Parts and Montefiore School,,Chicago, Illinois,41.839,-87.688,5,2,Black American or African American,Male,"(41.839, -87.688)"
5/20/1988,Hubbard Woods Elementary School,Home+School,Winnetka, Illinois,42.106,-87.742,2,7,White American or European American,Female,"(42.106, -87.742)"
2/16/1988,Electromagnetic Systems Laboratory (ESL),ESL in Sunnyvale,Sunnyvale, California,37.383,-122.026,7,4,White American or European American,Male,"(37.383, -122.026)"
2/11/1988,Pinellas Park High School,School,Pinellas Park, Florida,27.849,-82.711,1,2,White American or European American,Male,"(27.849, -82.711)"
4/23/1987,Palm Bay Shopping Centers,,Palm Bay, Florida,27.984,-80.667,6,14,White American or European American,Male,"(27.984, -80.667)"
12/4/1986,Fergus County High School,Fergus County High School,Lewistown, Montana,47.037,-109.484,1,3,White American or European American,Male,"(47.037, -109.484)"
8/20/1986,"Post office in Edmond, Oklahoma","Edmond, Oklahoma",Edmond, Oklahoma,35.669,-97.414,15,6,White American or European American,Male,"(35.669, -97.414)"
8/12/1986,New York Technical College,New York Technical College in Brooklyn,Brooklyn, New York,40.679,-73.94,1,4,Black American or African American,Male,"(40.679, -73.94)"
3/6/1985,Atlanta Post Office,Atlanta Post Office,Atlanta, Georgia,33.763,-84.423,2,1,Black American or African American,Male,"(33.763, -84.423)"
1/21/1985,Goddard Junior High School,Goddard Junior High School,Goddard, Kansas,37.671,-97.551,1,3,White American or European American,Male,"(37.671, -97.551)"
7/18/1984,McDonald's restaurant in San Ysidro,McDonald's restaurant in San Ysidro,San Ysidro, California,32.556,-117.048,22,19,White American or European American,Male,"(32.556, -117.048)"
6/29/1984,Ianni's Club in Dallas,lanni's dance club,Dallas, Texas,32.795,-96.766,6,1,White American or European American,Male,"(32.795, -96.766)"
2/24/1984,49th Street Elementary School,,Los Angeles, California,34.176,-118.54,3,12,Black American or African American,Male,"(34.176, -118.54)"
8/19/1983,Johnston Post Office,Johnston Post Office,Johnston, South Carolina,33.833,-81.805,1,3,White American or European American,Male,"(33.833, -81.805)"
2/18/1983,Wah Mee Club in Seattle,Wah Mee Gambling Club,Seattle, Washington,47.622,-122.324,13,1,Asian American,Male,"(47.622, -122.324)"
8/20/1982,Welding shop in Miami,,Miami, Florida,25.797,-80.208,9,3,White American or European American,Male,"(25.797, -80.208)"
3/19/1982,Valley High School,Valley High School,Las Vegas, Nevada,36.189,-115.326,1,2,White American or European American,Male,"(36.189, -115.326)"
10/6/1979,University of South Carolina,fraternity house party,Columbia, South Carolina,34.051,-80.821,2,5,Black American or African American,Male,"(34.051, -80.821)"
1/29/1979,Grover Cleveland Elementary School,,San Diego, California,32.864,-117.128,2,9,White American or European American,Female,"(32.864, -117.128)"
7/12/1976,Cal State Fullerton,California State University,Fullerton, California,33.884,-117.928,7,2,White American or European American,Male,"(33.884, -117.928)"
2/19/1976,Los Angeles Computer Learning Center,Los Angeles Computer School,Los Angeles, California,34.176,-118.54,1,7,White American or European American,Male,"(34.176, -118.54)"
12/30/1974,Olean High School,,Olean, New York,42.082,-78.432,3,7,White American or European American,Male,"(42.082, -78.432)"
1/17/1974,Clara Barton Elementary School,Clara Barton Elementary School,Chicago, Illinois,41.839,-87.688,1,3,Unknown,Male,"(41.839, -87.688)"
12/31/1972,New Orleans Police Shootings,,New Orleans, Louisiana,30.069,-89.931,10,13,Black American or African American,Male,"(30.069, -89.931)"
11/11/1971,St. Aloysius Church,Church,Spokane, Washington,47.674,-117.416,2,4,White American or European American,Male,"(47.674, -117.416)"
11/12/1966,Rose-Mar College of Beauty,Rose-Mar College of Beauty,Mesa, Arizona,33.423,-111.816,5,1,White American or European American,Male,"(33.423, -111.816)"
8/1/1966,University of Texas at Austin,University of Texas,Austin, Texas,30.199,-97.844,17,32,White American or European American,Male,"(30.199, -97.844)"
