LATITUDE,LONGITUDE,"LATITUDE, LONGITUDE",CITY,STATE,CONGRESSIONAL DISTRICT,MEDIAN AGE,MALE MEDIAN AGE,FEMALE MEDIAN AGE,MALE COUNT,MALE COUNT %,FEMALE COUNT,FEMALE COUNT %,TOTAL POPULATION COUNT,TOTAL NON HISPANIC COUNT,TOTAL NON HISPANIC COUNT %,WHITE POP. COUNT,WHITE POP. COUNT %,BLACK POP. COUNT,BLACK POP. COUNT %,AMERICAN INDIAN/ALASKAN NAT. POP. COUNT,AMERICAN INDIAN/ALASKAN NAT. POP. COUNT %,ASIAN POP. COUNT,ASIAN POP. COUNT %,NAT. HAWAIIAN/PAC. ISL. POP. COUNT,NAT. HAWAIIAN/PAC. ISL. POP. COUNT %,WHITE OTHER POP. COUNT,WHITE OTHER POP. COUNT %,HISPANIC/LATINO POP. COUNT,HISPANIC/LATINO POP. COUNT %,WHITE OTHER POP. COUNT MEMO1,WHITE OTHER POP. COUNT MEMO2,WHITE OTHER POP. COUNT MEMO3,WHITE OTHER POP. COUNT MEMO4,WHITE OTHER POP. COUNT MEMO5,WHITE OTHER POP. COUNT MEMO6,WHITE OTHER POP. COUNT MEMO7,WHITE OTHER POP. COUNT MEMO8
34.052,-118.244,"(34.052, -118.244)",Los Angeles,CA,CA34,33.2,34.6,25.0,1125.0,.8,259.0,0.187,1384.0,717.0,0.518,225.0,0.314,308.0,0.43,9.0,0.013000000000000001,130.0,0.18100000000000002,5.0,0.006999999999999999,63.0,0.631,667.0,0.5,0.0,0.0,40.0,0.055999999999999994,23.0,0.575,17.0,0.425
37.403,-76.459,"(37.403, -76.459)",Gloucester,VA,VA1,55.9,53.9,56.3,630.0,.5,533.0,0.45799999999999996,1163.0,1163.0,1.0,1087.0,0.935,76.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.739,-75.54,"(39.739, -75.54)",Wilmington,DE,DE0,21.5,37.1,19.6,225.0,.4,389.0,0.634,614.0,614.0,1.0,0.0,0.0,614.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.15,-90.049,"(35.15, -90.049)",Memphis,TN,TN9,34.7,33.0,36.5,584.0,.5,525.0,0.473,1109.0,1109.0,1.0,765.0,0.69,230.0,0.207,9.0,0.008,71.0,0.064,0.0,0.0,34.0,0.031,0.0,0.0,0.0,0.0,34.0,0.031,0.0,0.0,34.0,1.0
28.039,-81.95,"(28.039, -81.95)",Lakeland,FL,FL15,31.3,27.7,35.1,531.0,.4,767.0,0.591,1298.0,1168.0,0.9,867.0,0.742,154.0,0.132,5.0,0.004,0.0,0.0,0.0,0.0,142.0,0.122,130.0,0.1,0.0,0.0,142.0,0.122,0.0,0.0,142.0,1.0
41.314,-96.081,"(41.314, -96.081)",Omaha,NE,NE2,30.4,30.6,28.0,521.0,.5,577.0,0.526,1098.0,1055.0,0.961,563.0,0.534,245.0,0.23199999999999998,24.0,0.023,74.0,0.07,0.0,0.0,149.0,0.141,43.0,0.0,0.0,0.0,149.0,0.141,0.0,0.0,149.0,1.0
34.116,-117.302,"(34.116, -117.302)",San Bernardino,CA,CA31,22.6,23.0,22.4,741.0,.4,995.0,0.573,1736.0,704.0,0.406,283.0,0.402,393.0,0.5579999999999999,9.0,0.013000000000000001,0.0,0.0,0.0,0.0,19.0,0.027000000000000003,1032.0,0.6,0.0,0.0,19.0,0.027000000000000003,0.0,0.0,19.0,1.0
34.14,-117.294,"(34.14, -117.294)",San Bernardino,CA,CA31,31.9,24.9,35.6,614.0,.5,713.0,0.537,1327.0,402.0,0.303,203.0,0.505,165.0,0.41,0.0,0.0,34.0,0.085,0.0,0.0,0.0,0.0,925.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.989,-82.989,"(39.989, -82.989)",Columbus,OH,OH3,30.2,40.9,24.8,536.0,.6,389.0,0.42100000000000004,925.0,866.0,0.9359999999999999,100.0,0.115,694.0,0.8009999999999999,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.083,59.0,0.1,34.0,0.039,38.0,0.044000000000000004,0.0,0.0,38.0,1.0
44.964,-93.268,"(44.964, -93.268)",Minneapolis,MN,MN5,29.8,33.7,26.6,1021.0,.6,653.0,0.39,1674.0,1268.0,0.757,542.0,0.42700000000000005,531.0,0.419,87.0,0.069,12.0,0.009000000000000001,0.0,0.0,96.0,0.075,406.0,0.2,3.0,0.002,93.0,0.073,0.0,0.0,93.0,1.0
31.808,-95.807,"(31.808, -95.807)",Tennessee Colony,TX,TX5,44.4,39.0,51.0,608.0,.5,577.0,0.48700000000000004,1185.0,1039.0,0.877,738.0,0.71,247.0,0.23800000000000002,0.0,0.0,13.0,0.013000000000000001,0.0,0.0,41.0,0.039,146.0,0.1,0.0,0.0,41.0,0.039,0.0,0.0,41.0,1.0
30.332,-81.676,"(30.332, -81.676)",Jacksonville,FL,FL5,41.6,43.6,41.1,960.0,.5,1057.0,0.524,2017.0,1951.0,0.9670000000000001,849.0,0.435,764.0,0.392,0.0,0.0,181.0,0.09300000000000001,0.0,0.0,161.0,0.10500000000000001,66.0,0.0,0.0,0.0,157.0,0.08,4.0,0.025,153.0,0.975
31.211,-82.358,"(31.211, -82.358)",Waycross,GA,GA1,10.4,9.7,13.9,178.0,.3,423.0,0.7040000000000001,601.0,601.0,1.0,105.0,0.175,496.0,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.55,-69.708,"(44.55, -69.708)",Oakland,ME,ME2,50.8,50.0,54.1,669.0,.5,566.0,0.45799999999999996,1235.0,1235.0,1.0,1218.0,0.986,0.0,0.0,0.0,0.0,17.0,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.867,-104.757,"(38.867, -104.757)",Colorado Springs,CO,CO5,46.8,42.7,49.5,486.0,.5,448.0,0.48,934.0,820.0,0.878,722.0,0.88,83.0,0.10099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.018000000000000002,114.0,0.1,0.0,0.0,15.0,0.018000000000000002,0.0,0.0,15.0,1.0
39.253,-84.6,"(39.253, -84.6)",Cincinnati,OH,OH1,53.5,53.1,61.7,132.0,.4,177.0,0.573,309.0,309.0,1.0,216.0,0.6990000000000001,93.0,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.173,-111.659,"(35.173, -111.659)",Flagstaff,AZ,AZ1,19.4,19.5,19.4,1194.0,.3,2460.0,0.6729999999999999,3654.0,2771.0,0.758,2091.0,0.755,239.0,0.086,120.0,0.043,196.0,0.071,36.0,0.013000000000000001,100.0,0.156,883.0,0.2,0.0,0.0,89.0,0.032,11.0,0.124,78.0,0.8759999999999999
43.222,-123.352,"(43.222, -123.352)",Roseburg,OR,OR4,36.0,32.4,41.8,461.0,.5,488.0,0.514,949.0,860.0,0.9059999999999999,808.0,0.94,0.0,0.0,0.0,0.0,13.0,0.015,0.0,0.0,39.0,0.045,89.0,0.1,0.0,0.0,39.0,0.045,0.0,0.0,39.0,1.0
29.033,-82.659,"(29.033, -82.659)",Inglis,FL,FL2,58.5,57.6,58.7,461.0,.5,506.0,0.523,967.0,921.0,0.9520000000000001,889.0,0.965,21.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.012,46.0,0.0,0.0,0.0,11.0,0.012,0.0,0.0,11.0,1.0
33.029,-84.714,"(33.029, -84.714)",Greenville,GA,GA3,48.4,39.2,50.9,392.0,.4,657.0,0.626,1049.0,1039.0,0.99,277.0,0.267,738.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.023,10.0,0.0,24.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0
43.387,-98.844,"(43.387, -98.844)",Platte,SD,SD0,45.1,42.9,47.1,752.0,.5,797.0,0.515,1549.0,1549.0,1.0,1536.0,0.992,0.0,0.0,7.0,0.005,0.0,0.0,0.0,0.0,6.0,0.004,0.0,0.0,0.0,0.0,6.0,0.004,0.0,0.0,6.0,1.0
47.696,-95.428,"(47.696, -95.428)",Clearbrook,MN,MN7,45.6,39.7,52.8,388.0,.5,369.0,0.48700000000000004,757.0,734.0,0.97,712.0,0.97,0.0,0.0,6.0,0.008,0.0,0.0,0.0,0.0,16.0,0.022000000000000002,23.0,0.0,0.0,0.0,16.0,0.022000000000000002,0.0,0.0,16.0,1.0
36.556,-82.214,"(36.556, -82.214)",Bristol,TN,TN1,43.6,42.5,44.9,601.0,.5,719.0,0.545,1320.0,1280.0,0.97,1223.0,0.955,31.0,0.024,0.0,0.0,9.0,0.006999999999999999,0.0,0.0,17.0,0.013000000000000001,40.0,0.0,0.0,0.0,17.0,0.013000000000000001,0.0,0.0,17.0,1.0
37.278,-79.958,"(37.278, -79.958)",Roanoke,VA,VA6,44.2,38.3,50.5,466.0,.5,454.0,0.493,920.0,902.0,0.98,80.0,0.08900000000000001,809.0,0.897,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.013999999999999999,18.0,0.0,0.0,0.0,13.0,0.013999999999999999,0.0,0.0,13.0,1.0
43.17,-77.614,"(43.17, -77.614)",Rochester,NY,NY25,32.4,28.5,39.7,307.0,.5,359.0,0.539,666.0,369.0,0.5539999999999999,65.0,0.17600000000000002,288.0,0.78,0.0,0.0,1.0,0.003,0.0,0.0,15.0,0.040999999999999995,297.0,0.4,0.0,0.0,15.0,0.040999999999999995,0.0,0.0,15.0,1.0
29.797,-95.368,"(29.797, -95.368)",Houston,TX,TX29,34.6,38.4,34.0,929.0,.5,894.0,0.49,1823.0,238.0,0.131,35.0,0.147,173.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.126,1585.0,0.9,0.0,0.0,30.0,0.126,0.0,0.0,30.0,1.0
30.212,-92.032,"(30.212, -92.032)",Lafayette,LA,LA3,28.5,25.8,43.1,508.0,.6,280.0,0.355,788.0,725.0,0.92,630.0,0.8690000000000001,44.0,0.061,21.0,0.028999999999999998,7.0,0.01,0.0,0.0,23.0,0.032,63.0,0.1,0.0,0.0,23.0,0.032,0.0,0.0,23.0,1.0
34.051,-84.069,"(34.051, -84.069)",Suwanee,GA,GA7,34.9,35.7,32.9,1357.0,.4,1745.0,0.563,3102.0,2798.0,0.902,1268.0,0.45299999999999996,731.0,0.261,0.0,0.0,653.0,0.233,0.0,0.0,146.0,0.052000000000000005,304.0,0.1,0.0,0.0,146.0,0.052000000000000005,0.0,0.0,146.0,1.0
35.093,-85.237,"(35.093, -85.237)",Chattanooga,TN,TN3,34.3,30.6,37.7,651.0,.5,567.0,0.466,1218.0,1218.0,1.0,765.0,0.628,453.0,0.37200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.895,-87.819,"(41.895, -87.819)",River Forest,IL,IL7,48.6,48.8,48.3,663.0,.5,558.0,0.457,1221.0,1172.0,0.96,1106.0,0.9440000000000001,22.0,0.019,0.0,0.0,44.0,0.038,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.864,-80.0,"(34.864, -80.0)",Morven,NC,NC9,59.5,47.0,60.5,511.0,.5,426.0,0.455,937.0,884.0,0.943,325.0,0.368,559.0,0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.788,-79.933,"(32.788, -79.933)",Charleston,SC,SC1,19.7,22.1,19.5,348.0,.3,784.0,0.693,1132.0,1116.0,0.986,919.0,0.823,104.0,0.09300000000000001,0.0,0.0,28.0,0.025,0.0,0.0,65.0,0.057999999999999996,16.0,0.0,0.0,0.0,65.0,0.057999999999999996,0.0,0.0,65.0,1.0
25.943,-80.243,"(25.943, -80.243)",Miami Gardens,FL,FL24,39.7,39.4,40.3,832.0,.5,984.0,0.542,1816.0,1651.0,0.909,27.0,0.016,1588.0,0.9620000000000001,0.0,0.0,36.0,0.022000000000000002,0.0,0.0,0.0,0.0,165.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.398,-112.733,"(46.398, -112.733)",Deer Lodge,MT,MT0,54.7,51.0,56.0,424.0,.5,421.0,0.498,845.0,845.0,1.0,782.0,0.925,13.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.059000000000000004,0.0,0.0,0.0,0.0,50.0,0.059000000000000004,0.0,0.0,50.0,1.0
41.477,-81.681,"(41.477, -81.681)",Cleveland,OH,OH11,27.9,28.7,27.3,318.0,.5,377.0,0.542,695.0,628.0,0.904,145.0,0.231,452.0,0.72,18.0,0.028999999999999998,6.0,0.01,0.0,0.0,7.0,0.011000000000000001,67.0,0.1,0.0,0.0,7.0,0.011000000000000001,0.0,0.0,7.0,1.0
33.661,-84.027,"(33.661, -84.027)",Conyers,GA,GA4,34.0,22.8,36.8,1233.0,.5,1408.0,0.5329999999999999,2641.0,2198.0,0.8320000000000001,401.0,0.182,1671.0,0.76,0.0,0.0,126.0,0.057,0.0,0.0,0.0,0.0,443.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.856,-88.933,"(39.856, -88.933)",Decatur,IL,IL13,35.3,26.7,56.2,191.0,.6,146.0,0.433,337.0,306.0,0.9079999999999999,66.0,0.21600000000000003,173.0,0.565,0.0,0.0,63.0,0.20600000000000002,0.0,0.0,4.0,0.013000000000000001,31.0,0.1,0.0,0.0,4.0,0.013000000000000001,0.0,0.0,4.0,1.0
32.154,-110.968,"(32.154, -110.968)",Tucson,AZ,AZ3,40.1,44.2,40.0,398.0,.6,291.0,0.42200000000000004,689.0,98.0,0.142,72.0,0.735,0.0,0.0,0.0,0.0,19.0,0.19399999999999998,0.0,0.0,7.0,0.071,591.0,0.9,0.0,0.0,7.0,0.071,0.0,0.0,7.0,1.0
40.732,-74.184,"(40.732, -74.184)",Newark,NJ,NJ10,52.2,35.4,55.8,484.0,.4,651.0,0.574,1135.0,999.0,0.88,37.0,0.037000000000000005,951.0,0.9520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.011000000000000001,136.0,0.1,11.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
44.205,-88.448,"(44.205, -88.448)",Menasha,WI,WI6,35.6,31.7,36.4,445.0,.5,500.0,0.529,945.0,898.0,0.95,767.0,0.8540000000000001,36.0,0.04,26.0,0.028999999999999998,0.0,0.0,0.0,0.0,69.0,0.077,47.0,0.1,0.0,0.0,69.0,0.077,0.0,0.0,69.0,1.0
43.064,-87.967,"(43.064, -87.967)",Milwaukee,WI,WI4,20.9,16.2,32.5,500.0,.5,562.0,0.529,1062.0,1005.0,0.946,98.0,0.098,706.0,0.7020000000000001,0.0,0.0,166.0,0.165,0.0,0.0,35.0,0.035,57.0,0.1,0.0,0.0,35.0,0.035,0.0,0.0,35.0,1.0
43.157,-77.693,"(43.157, -77.693)",Rochester,NY,NY25,41.5,37.4,44.2,1092.0,.4,1578.0,0.591,2670.0,2562.0,0.96,2244.0,0.8759999999999999,93.0,0.036000000000000004,0.0,0.0,99.0,0.039,0.0,0.0,126.0,0.049,108.0,0.0,0.0,0.0,126.0,0.049,0.0,0.0,126.0,1.0
31.079,-97.734,"(31.079, -97.734)",Killeen,TX,TX31,31.2,30.9,31.6,1639.0,.5,1988.0,0.5479999999999999,3627.0,2459.0,0.6779999999999999,968.0,0.39399999999999996,1248.0,0.508,43.0,0.017,69.0,0.027999999999999997,18.0,0.006999999999999999,113.0,0.046,1168.0,0.3,17.0,0.006999999999999999,96.0,0.039,0.0,0.0,96.0,1.0
33.571,-112.09,"(33.571, -112.09)",Phoenix,AZ,AZ9,27.2,29.7,25.2,989.0,.5,904.0,0.478,1893.0,652.0,0.344,383.0,0.5870000000000001,151.0,0.23199999999999998,29.0,0.044000000000000004,22.0,0.034,0.0,0.0,67.0,0.102,1241.0,0.7,10.0,0.015,57.0,0.087,0.0,0.0,57.0,1.0
34.268,-85.188,"(34.268, -85.188)",Rome,GA,GA14,35.9,27.8,44.3,393.0,.6,252.0,0.391,645.0,645.0,1.0,571.0,0.885,61.0,0.095,0.0,0.0,13.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.777,-86.146,"(39.777, -86.146)",Indianapolis,IN,IN7,30.9,33.3,28.5,533.0,.6,385.0,0.419,918.0,794.0,0.865,683.0,0.86,16.0,0.02,0.0,0.0,40.0,0.05,0.0,0.0,55.0,0.069,124.0,0.1,0.0,0.0,55.0,0.069,0.0,0.0,55.0,1.0
29.193,-81.102,"(29.193, -81.102)",Daytona Beach,FL,FL6,44.2,38.0,49.4,1303.0,.6,1025.0,0.44,2328.0,2170.0,0.932,1496.0,0.6890000000000001,335.0,0.154,0.0,0.0,172.0,0.079,0.0,0.0,167.0,0.077,158.0,0.1,84.0,0.039,83.0,0.038,0.0,0.0,83.0,1.0
36.135,-95.913,"(36.135, -95.913)",Tulsa,OK,OK1,36.3,33.2,38.7,553.0,.5,612.0,0.525,1165.0,1144.0,0.982,893.0,0.7809999999999999,72.0,0.063,58.0,0.051,45.0,0.039,0.0,0.0,76.0,0.066,21.0,0.0,0.0,0.0,76.0,0.066,0.0,0.0,76.0,1.0
30.225,-85.874,"(30.225, -85.874)",Panama City Beach,FL,FL2,37.2,38.8,35.4,940.0,.5,1054.0,0.529,1994.0,1857.0,0.9309999999999999,1682.0,0.9059999999999999,21.0,0.011000000000000001,0.0,0.0,65.0,0.035,0.0,0.0,89.0,0.048,137.0,0.1,0.0,0.0,89.0,0.048,0.0,0.0,89.0,1.0
36.443,-108.723,"(36.443, -108.723)",Little Water,NM,NM3,0.0,0.0,0.0,0.0,an,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.423,-111.816,"(33.423, -111.816)",Mesa,AZ,AZ9,35.0,35.6,32.8,933.0,.5,791.0,0.45899999999999996,1724.0,1334.0,0.774,1232.0,0.924,16.0,0.012,36.0,0.027000000000000003,0.0,0.0,0.0,0.0,50.0,0.037000000000000005,390.0,0.2,0.0,0.0,50.0,0.037000000000000005,0.0,0.0,50.0,1.0
31.055,-85.301,"(31.055, -85.301)",Cottonwood,AL,AL2,35.2,35.6,33.7,452.0,.5,451.0,0.499,903.0,899.0,0.996,697.0,0.775,193.0,0.215,2.0,0.002,0.0,0.0,0.0,0.0,7.0,0.008,4.0,0.0,0.0,0.0,7.0,0.008,0.0,0.0,7.0,1.0
31.58,-90.443,"(31.58, -90.443)",Brookhaven,MS,MS3,36.3,36.7,32.4,544.0,.5,640.0,0.541,1184.0,1122.0,0.948,907.0,0.8079999999999999,215.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.904,-77.556,"(35.904, -77.556)",Tarboro,NC,NC1,44.2,47.8,39.7,229.0,.3,472.0,0.6729999999999999,701.0,574.0,0.8190000000000001,321.0,0.5589999999999999,253.0,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.528,-86.796,"(33.528, -86.796)",Birmingham,AL,AL7,31.9,32.4,31.8,404.0,.7,143.0,0.261,547.0,541.0,0.9890000000000001,279.0,0.516,217.0,0.401,18.0,0.033,0.0,0.0,0.0,0.0,27.0,0.05,6.0,0.0,0.0,0.0,27.0,0.05,0.0,0.0,27.0,1.0
37.204,-91.877,"(37.204, -91.877)",Houston,MO,MO8,28.7,28.1,40.1,504.0,.5,603.0,0.545,1107.0,1107.0,1.0,1058.0,0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.044000000000000004,0.0,0.0,0.0,0.0,49.0,0.044000000000000004,0.0,0.0,49.0,1.0
35.226,-80.837,"(35.226, -80.837)",Charlotte,NC,NC12,33.9,0.0,0.0,40.0,.4,50.0,0.556,90.0,90.0,1.0,71.0,0.789,19.0,0.21100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.61,-83.529,"(34.61, -83.529)",Clarkesville,GA,GA9,31.1,29.2,36.3,615.0,.4,880.0,0.589,1495.0,1393.0,0.932,1191.0,0.855,97.0,0.07,0.0,0.0,7.0,0.005,0.0,0.0,98.0,0.07,102.0,0.1,92.0,0.066,6.0,0.004,0.0,0.0,6.0,1.0
31.079,-97.734,"(31.079, -97.734)",Killeen,TX,TX31,31.2,30.9,31.6,1639.0,.5,1988.0,0.5479999999999999,3627.0,2459.0,0.6779999999999999,968.0,0.39399999999999996,1248.0,0.508,43.0,0.017,69.0,0.027999999999999997,18.0,0.006999999999999999,113.0,0.046,1168.0,0.3,17.0,0.006999999999999999,96.0,0.039,0.0,0.0,96.0,1.0
35.927,-79.039,"(35.927, -79.039)",Chapel Hill,NC,NC4,37.0,44.7,25.9,807.0,.4,1016.0,0.557,1823.0,1736.0,0.9520000000000001,1390.0,0.8009999999999999,58.0,0.033,0.0,0.0,136.0,0.078,0.0,0.0,152.0,0.087,87.0,0.0,72.0,0.040999999999999995,80.0,0.046,0.0,0.0,80.0,1.0
28.247,-82.717,"(28.247, -82.717)",New Port Richey,FL,FL12,42.0,50.1,39.3,522.0,.4,725.0,0.581,1247.0,1077.0,0.8640000000000001,897.0,0.833,141.0,0.131,14.0,0.013000000000000001,0.0,0.0,0.0,0.0,25.0,0.023,170.0,0.1,0.0,0.0,25.0,0.023,0.0,0.0,25.0,1.0
40.426,-79.761,"(40.426, -79.761)",Monroeville,PA,PA18,36.4,33.3,44.7,620.0,.4,837.0,0.574,1457.0,1422.0,0.976,619.0,0.435,648.0,0.456,9.0,0.006,29.0,0.02,0.0,0.0,117.0,0.08199999999999999,35.0,0.0,0.0,0.0,117.0,0.08199999999999999,0.0,0.0,117.0,1.0
33.711,-84.716,"(33.711, -84.716)",Douglasville,GA,GA13,43.6,51.1,40.5,951.0,.5,1049.0,0.525,2000.0,1810.0,0.905,1025.0,0.5660000000000001,702.0,0.38799999999999996,0.0,0.0,37.0,0.02,0.0,0.0,46.0,0.025,190.0,0.1,0.0,0.0,46.0,0.025,0.0,0.0,46.0,1.0
36.276,-80.355,"(36.276, -80.355)",King,NC,NC5,55.1,55.3,54.3,394.0,.3,738.0,0.652,1132.0,1132.0,1.0,1037.0,0.9159999999999999,95.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.041,-76.144,"(43.041, -76.144)",Syracuse,NY,NY24,26.2,17.8,27.1,430.0,.5,472.0,0.523,902.0,767.0,0.85,47.0,0.061,635.0,0.828,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.11100000000000002,135.0,0.1,20.0,0.026000000000000002,65.0,0.085,0.0,0.0,65.0,1.0
33.036,-85.029,"(33.036, -85.029)",Lagrange,GA,GA3,22.2,16.3,25.4,673.0,.4,833.0,0.5529999999999999,1506.0,1469.0,0.975,62.0,0.042,1186.0,0.807,0.0,0.0,54.0,0.037000000000000005,0.0,0.0,188.0,0.24,37.0,0.0,0.0,0.0,167.0,0.114,21.0,0.126,146.0,0.8740000000000001
40.69,-73.872,"(40.69, -73.872)",Brooklyn,NY,NY7,37.5,38.2,37.0,617.0,.5,743.0,0.546,1360.0,441.0,0.324,65.0,0.147,191.0,0.433,9.0,0.02,95.0,0.215,0.0,0.0,81.0,0.183,919.0,0.7,28.0,0.063,53.0,0.12,0.0,0.0,53.0,1.0
41.266,-96.054,"(41.266, -96.054)",Omaha,NE,NE2,32.4,30.8,47.1,416.0,.4,707.0,0.63,1123.0,1107.0,0.986,1018.0,0.92,0.0,0.0,0.0,0.0,89.0,0.08,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.731,-116.999,"(46.731, -116.999)",Moscow,ID,ID1,24.7,24.0,24.8,276.0,.5,239.0,0.46399999999999997,515.0,515.0,1.0,457.0,0.887,31.0,0.06,7.0,0.013999999999999999,14.0,0.027000000000000003,0.0,0.0,6.0,0.012,0.0,0.0,0.0,0.0,6.0,0.012,0.0,0.0,6.0,1.0
35.105,-89.977,"(35.105, -89.977)",Memphis,TN,TN9,38.4,45.3,28.2,196.0,.4,304.0,0.608,500.0,500.0,1.0,8.0,0.016,480.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.024,0.0,0.0,0.0,0.0,12.0,0.024,0.0,0.0,12.0,1.0
40.394,-75.496,"(40.394, -75.496)",Pennsburg,PA,PA4,41.4,41.5,41.1,625.0,.5,632.0,0.503,1257.0,1246.0,0.991,1142.0,0.917,0.0,0.0,0.0,0.0,66.0,0.053,0.0,0.0,38.0,0.03,11.0,0.0,0.0,0.0,38.0,0.03,0.0,0.0,38.0,1.0
39.634,-79.948,"(39.634, -79.948)",Morgantown,WV,WV1,20.1,20.5,19.7,466.0,.5,383.0,0.451,849.0,839.0,0.988,764.0,0.9109999999999999,23.0,0.027000000000000003,0.0,0.0,16.0,0.019,0.0,0.0,36.0,0.043,10.0,0.0,0.0,0.0,36.0,0.043,0.0,0.0,36.0,1.0
30.455,-84.253,"(30.455, -84.253)",Tallahassee,FL,FL2,30.5,31.6,29.1,1384.0,.5,1231.0,0.47100000000000003,2615.0,2612.0,0.9990000000000001,1460.0,0.5589999999999999,872.0,0.33399999999999996,0.0,0.0,81.0,0.031,0.0,0.0,199.0,0.076,3.0,0.0,0.0,0.0,199.0,0.076,0.0,0.0,199.0,1.0
48.048,-122.136,"(48.048, -122.136)",Marysville,WA,WA2,48.5,37.7,50.8,474.0,.5,548.0,0.536,1022.0,1022.0,1.0,785.0,0.768,20.0,0.02,0.0,0.0,79.0,0.077,0.0,0.0,138.0,0.135,0.0,0.0,15.0,0.015,123.0,0.12,0.0,0.0,123.0,1.0
35.153,-106.779,"(35.153, -106.779)",Albuquerque,NM,NM1,0.0,0.0,0.0,0.0,an,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.069,-89.931,"(30.069, -89.931)",New Orleans,LA,LA2,34.9,37.2,34.8,548.0,.5,613.0,0.528,1161.0,1059.0,0.912,42.0,0.04,954.0,0.9009999999999999,0.0,0.0,63.0,0.059000000000000004,0.0,0.0,0.0,0.0,102.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.189,-115.326,"(36.189, -115.326)",Las Vegas,NV,NV3,36.8,42.7,32.9,871.0,.5,858.0,0.496,1729.0,1481.0,0.857,1122.0,0.758,80.0,0.054000000000000006,28.0,0.019,187.0,0.126,0.0,0.0,64.0,0.043000000000000003,248.0,0.1,16.0,0.011000000000000001,48.0,0.032,0.0,0.0,48.0,1.0
