LEGISLATOR GOVTRACK ID,FIRST NAME,LAST NAME,GENDER,CONGRESSIONAL BRANCH,TERM START DATE,TERM END DATE,STATE,POLITICAL PARTY,STATE DISTRICT,TERM START YEAR,TERM END YEAR,CONGRESSIONAL DISTRICT
B000944,Sherrod,Brown,M,rep,1993-01-05,2025-01-03,OH,Democrat,13,1993,2025,OH13
C000127,Maria,Cantwell,F,rep,1993-01-05,2025-01-03,WA,Democrat,1,1993,2025,WA1
C000141,Benjamin,Cardin,M,rep,1987-01-06,2025-01-03,MD,Democrat,3,1987,2025,MD3
C000174,Thomas,Carper,M,rep,1983-01-03,2025-01-03,DE,Democrat,0,1983,2025,DE0
M000639,Robert,Menendez,M,rep,1993-01-05,2025-01-03,NJ,Democrat,13,1993,2025,NJ13
S000033,Bernard,Sanders,M,rep,1991-01-03,2025-01-03,VT,Independent,0,1991,2025,VT0
S000770,Debbie,Stabenow,F,rep,1997-01-07,2025-01-03,MI,Democrat,8,1997,2025,MI8
W000437,Roger,Wicker,M,rep,1995-01-04,2025-01-03,MS,Republican,1,1995,2025,MS1
D000563,Richard,Durbin,M,rep,1983-01-03,2021-01-03,IL,Democrat,20,1983,2021,IL20
G000359,Lindsey,Graham,M,rep,1995-01-04,2021-01-03,SC,Republican,3,1995,2021,SC3
I000024,James,Inhofe,M,rep,1987-01-06,2021-01-03,OK,Republican,1,1987,2021,OK1
R000122,John,Reed,M,rep,1991-01-03,2021-01-03,RI,Democrat,2,1991,2021,RI2
R000307,Pat,Roberts,M,rep,1981-01-05,2021-01-03,KS,Republican,1,1981,2021,KS1
U000039,Tom,Udall,M,rep,1999-01-06,2021-01-03,NM,Democrat,3,1999,2021,NM3
G000555,Kirsten,Gillibrand,F,rep,2007-01-04,2025-01-03,NY,Democrat,20,2007,2025,NY20
A000055,Robert,Aderholt,M,rep,1997-01-07,2021-01-03,AL,Republican,4,1997,2021,AL4
A000367,Justin,Amash,M,rep,2011-01-05,2021-01-03,MI,Republican,3,2011,2021,MI3
B001230,Tammy,Baldwin,F,rep,1999-01-06,2025-01-03,WI,Democrat,2,1999,2025,WI2
B001270,Karen,Bass,F,rep,2011-01-05,2021-01-03,CA,Democrat,33,2011,2021,CA33
B001257,Gus,Bilirakis,M,rep,2007-01-04,2021-01-03,FL,Republican,9,2007,2021,FL9
B001250,Rob,Bishop,M,rep,2003-01-07,2021-01-03,UT,Republican,1,2003,2021,UT1
B000490,Sanford,Bishop,M,rep,1993-01-05,2021-01-03,GA,Democrat,2,1993,2021,GA2
B001243,Marsha,Blackburn,F,rep,2003-01-07,2025-01-03,TN,Republican,7,2003,2025,TN7
B000574,Earl,Blumenauer,M,rep,1996-05-21,2021-01-03,OR,Democrat,3,1996,2021,OR3
B000575,Roy,Blunt,M,rep,1997-01-07,2023-01-03,MO,Republican,7,1997,2023,MO7
B001236,John,Boozman,M,rep,2001-11-29,2023-01-03,AR,Republican,3,2001,2023,AR3
B000755,Kevin,Brady,M,rep,1997-01-07,2021-01-03,TX,Republican,8,1997,2021,TX8
B001274,Mo,Brooks,M,rep,2011-01-05,2021-01-03,AL,Republican,5,2011,2021,AL5
B001260,Vern,Buchanan,M,rep,2007-01-04,2021-01-03,FL,Republican,13,2007,2021,FL13
B001275,Larry,Bucshon,M,rep,2011-01-05,2021-01-03,IN,Republican,8,2011,2021,IN8
B001248,Michael,Burgess,M,rep,2003-01-07,2021-01-03,TX,Republican,26,2003,2021,TX26
B001135,Richard,Burr,M,rep,1995-01-04,2023-01-03,NC,Republican,5,1995,2023,NC5
B001251,George,Butterfield,M,rep,2004-07-21,2021-01-03,NC,Democrat,1,2004,2021,NC1
C000059,Ken,Calvert,M,rep,1993-01-05,2021-01-03,CA,Republican,43,1993,2021,CA43
C001047,Shelley,Capito,F,rep,2001-01-03,2021-01-03,WV,Republican,2,2001,2021,WV2
C001072,André,Carson,M,rep,2008-03-13,2021-01-03,IN,Democrat,7,2008,2021,IN7
C001051,John,Carter,M,rep,2003-01-07,2021-01-03,TX,Republican,31,2003,2021,TX31
C001075,Bill,Cassidy,M,rep,2009-01-06,2021-01-03,LA,Republican,6,2009,2021,LA6
C001066,Kathy,Castor,F,rep,2007-01-04,2021-01-03,FL,Democrat,11,2007,2021,FL11
C000266,Steve,Chabot,M,rep,1995-01-04,2021-01-03,OH,Republican,1,1995,2021,OH1
C001080,Judy,Chu,F,rep,2009-07-16,2021-01-03,CA,Democrat,32,2009,2021,CA32
C001084,David,Cicilline,M,rep,2011-01-05,2021-01-03,RI,Democrat,1,2011,2021,RI1
C001067,Yvette,Clarke,F,rep,2007-01-04,2021-01-03,NY,Democrat,11,2007,2021,NY11
C001049,Wm.,Clay,M,rep,2001-01-03,2021-01-03,MO,Democrat,1,2001,2021,MO1
C001061,Emanuel,Cleaver,M,rep,2005-01-04,2021-01-03,MO,Democrat,5,2005,2021,MO5
C000537,James,Clyburn,M,rep,1993-01-05,2021-01-03,SC,Democrat,6,1993,2021,SC6
C001068,Steve,Cohen,M,rep,2007-01-04,2021-01-03,TN,Democrat,9,2007,2021,TN9
C001053,Tom,Cole,M,rep,2003-01-07,2021-01-03,OK,Republican,4,2003,2021,OK4
C001062,K.,Conaway,M,rep,2005-01-04,2021-01-03,TX,Republican,11,2005,2021,TX11
C001078,Gerald,Connolly,M,rep,2009-01-06,2021-01-03,VA,Democrat,11,2009,2021,VA11
C000754,Jim,Cooper,M,rep,1983-01-03,2021-01-03,TN,Democrat,4,1983,2021,TN4
C001059,Jim,Costa,M,rep,2005-01-04,2021-01-03,CA,Democrat,20,2005,2021,CA20
C001069,Joe,Courtney,M,rep,2007-01-04,2021-01-03,CT,Democrat,2,2007,2021,CT2
C000880,Michael,Crapo,M,rep,1993-01-05,2023-01-03,ID,Republican,2,1993,2023,ID2
C001087,Eric,Crawford,M,rep,2011-01-05,2021-01-03,AR,Republican,1,2011,2021,AR1
C001063,Henry,Cuellar,M,rep,2005-01-04,2021-01-03,TX,Democrat,28,2005,2021,TX28
D000096,Danny,Davis,M,rep,1997-01-07,2021-01-03,IL,Democrat,7,1997,2021,IL7
D000598,Susan,Davis,F,rep,2001-01-03,2021-01-03,CA,Democrat,49,2001,2021,CA49
D000191,Peter,DeFazio,M,rep,1987-01-06,2021-01-03,OR,Democrat,4,1987,2021,OR4
D000197,Diana,DeGette,F,rep,1997-01-07,2021-01-03,CO,Democrat,1,1997,2021,CO1
D000216,Rosa,DeLauro,F,rep,1991-01-03,2021-01-03,CT,Democrat,3,1991,2021,CT3
D000616,Scott,DesJarlais,M,rep,2011-01-05,2021-01-03,TN,Republican,4,2011,2021,TN4
D000610,Theodore,Deutch,M,rep,2010-04-15,2021-01-03,FL,Democrat,19,2010,2021,FL19
D000600,Mario,Diaz-Balart,M,rep,2003-01-07,2021-01-03,FL,Republican,25,2003,2021,FL25
D000399,Lloyd,Doggett,M,rep,1995-01-04,2021-01-03,TX,Democrat,10,1995,2021,TX10
D000482,Michael,Doyle,M,rep,1995-01-04,2021-01-03,PA,Democrat,18,1995,2021,PA18
D000615,Jeff,Duncan,M,rep,2011-01-05,2021-01-03,SC,Republican,3,2011,2021,SC3
E000179,Eliot,Engel,M,rep,1989-01-03,2021-01-03,NY,Democrat,19,1989,2021,NY19
E000215,Anna,Eshoo,F,rep,1993-01-05,2021-01-03,CA,Democrat,14,1993,2021,CA14
F000459,Charles,Fleischmann,M,rep,2011-01-05,2021-01-03,TN,Republican,3,2011,2021,TN3
F000461,Bill,Flores,M,rep,2011-01-05,2021-01-03,TX,Republican,17,2011,2021,TX17
F000449,Jeff,Fortenberry,M,rep,2005-01-04,2021-01-03,NE,Republican,1,2005,2021,NE1
F000450,Virginia,Foxx,F,rep,2005-01-04,2021-01-03,NC,Republican,5,2005,2021,NC5
F000455,Marcia,Fudge,F,rep,2008-11-19,2021-01-03,OH,Democrat,11,2008,2021,OH11
G000559,John,Garamendi,M,rep,2009-11-03,2021-01-03,CA,Democrat,10,2009,2021,CA10
G000562,Cory,Gardner,M,rep,2011-01-05,2021-01-03,CO,Republican,4,2011,2021,CO4
G000563,Bob,Gibbs,M,rep,2011-01-05,2021-01-03,OH,Republican,18,2011,2021,OH18
G000552,Louie,Gohmert,M,rep,2005-01-04,2021-01-03,TX,Republican,1,2005,2021,TX1
G000565,Paul,Gosar,M,rep,2011-01-05,2021-01-03,AZ,Republican,1,2011,2021,AZ1
G000377,Kay,Granger,F,rep,1997-01-07,2021-01-03,TX,Republican,12,1997,2021,TX12
G000386,Charles,Grassley,M,rep,1975-01-14,2023-01-03,IA,Republican,3,1975,2023,IA3
G000546,Sam,Graves,M,rep,2001-01-03,2021-01-03,MO,Republican,6,2001,2021,MO6
G000553,Al,Green,M,rep,2005-01-04,2021-01-03,TX,Democrat,9,2005,2021,TX9
G000568,H.,Griffith,M,rep,2011-01-05,2021-01-03,VA,Republican,9,2011,2021,VA9
G000551,Raúl,Grijalva,M,rep,2003-01-07,2021-01-03,AZ,Democrat,7,2003,2021,AZ7
G000558,Brett,Guthrie,M,rep,2009-01-06,2021-01-03,KY,Republican,2,2009,2021,KY2
H001052,Andy,Harris,M,rep,2011-01-05,2021-01-03,MD,Republican,1,2011,2021,MD1
H001053,Vicky,Hartzler,F,rep,2011-01-05,2021-01-03,MO,Republican,4,2011,2021,MO4
H000324,Alcee,Hastings,M,rep,1993-01-05,2021-01-03,FL,Democrat,23,1993,2021,FL23
H001046,Martin,Heinrich,M,rep,2009-01-06,2025-01-03,NM,Democrat,1,2009,2025,NM1
H001056,Jaime,Herrera Beutler,F,rep,2011-01-05,2021-01-03,WA,Republican,3,2011,2021,WA3
H001038,Brian,Higgins,M,rep,2005-01-04,2021-01-03,NY,Democrat,27,2005,2021,NY27
H001047,James,Himes,M,rep,2009-01-06,2021-01-03,CT,Democrat,4,2009,2021,CT4
H001042,Mazie,Hirono,F,rep,2007-01-04,2025-01-03,HI,Democrat,2,2007,2025,HI2
H000874,Steny,Hoyer,M,rep,1981-01-05,2021-01-03,MD,Democrat,5,1981,2021,MD5
H001058,Bill,Huizenga,M,rep,2011-01-05,2021-01-03,MI,Republican,2,2011,2021,MI2
J000032,Sheila,Jackson Lee,F,rep,1995-01-04,2021-01-03,TX,Democrat,18,1995,2021,TX18
J000292,Bill,Johnson,M,rep,2011-01-05,2021-01-03,OH,Republican,6,2011,2021,OH6
J000126,Eddie,Johnson,F,rep,1993-01-05,2021-01-03,TX,Democrat,30,1993,2021,TX30
J000288,Henry,Johnson,M,rep,2007-01-04,2021-01-03,GA,Democrat,4,2007,2021,GA4
J000289,Jim,Jordan,M,rep,2007-01-04,2021-01-03,OH,Republican,4,2007,2021,OH4
K000009,Marcy,Kaptur,F,rep,1983-01-03,2021-01-03,OH,Democrat,9,1983,2021,OH9
K000375,William,Keating,M,rep,2011-01-05,2021-01-03,MA,Democrat,10,2011,2021,MA10
K000376,Mike,Kelly,M,rep,2011-01-05,2021-01-03,PA,Republican,3,2011,2021,PA3
K000188,Ron,Kind,M,rep,1997-01-07,2021-01-03,WI,Democrat,3,1997,2021,WI3
K000210,Peter,King,M,rep,1993-01-05,2021-01-03,NY,Republican,3,1993,2021,NY3
K000362,Steve,King,M,rep,2003-01-07,2021-01-03,IA,Republican,5,2003,2021,IA5
K000378,Adam,Kinzinger,M,rep,2011-01-05,2021-01-03,IL,Republican,11,2011,2021,IL11
L000564,Doug,Lamborn,M,rep,2007-01-04,2021-01-03,CO,Republican,5,2007,2021,CO5
L000559,James,Langevin,M,rep,2001-01-03,2021-01-03,RI,Democrat,2,2001,2021,RI2
L000575,James,Lankford,M,rep,2011-01-05,2023-01-03,OK,Republican,5,2011,2023,OK5
L000560,Rick,Larsen,M,rep,2001-01-03,2021-01-03,WA,Democrat,2,2001,2021,WA2
L000557,John,Larson,M,rep,1999-01-06,2021-01-03,CT,Democrat,1,1999,2021,CT1
L000566,Robert,Latta,M,rep,2007-12-13,2021-01-03,OH,Republican,5,2007,2021,OH5
L000551,Barbara,Lee,F,rep,1998-04-07,2021-01-03,CA,Democrat,9,1998,2021,CA9
L000563,Daniel,Lipinski,M,rep,2005-01-04,2021-01-03,IL,Democrat,3,2005,2021,IL3
L000565,David,Loebsack,M,rep,2007-01-04,2021-01-03,IA,Democrat,2,2007,2021,IA2
L000397,Zoe,Lofgren,F,rep,1995-01-04,2021-01-03,CA,Democrat,16,1995,2021,CA16
L000576,Billy,Long,M,rep,2011-01-05,2021-01-03,MO,Republican,7,2011,2021,MO7
L000480,Nita,Lowey,F,rep,1989-01-03,2021-01-03,NY,Democrat,20,1989,2021,NY20
L000491,Frank,Lucas,M,rep,1993-05-10,2021-01-03,OK,Republican,6,1993,2021,OK6
L000569,Blaine,Luetkemeyer,M,rep,2009-01-06,2021-01-03,MO,Republican,9,2009,2021,MO9
L000570,Ben,Luján,M,rep,2009-01-06,2021-01-03,NM,Democrat,3,2009,2021,NM3
L000562,Stephen,Lynch,M,rep,2001-10-23,2021-01-03,MA,Democrat,9,2001,2021,MA9
M000087,Carolyn,Maloney,F,rep,1993-01-05,2021-01-03,NY,Democrat,14,1993,2021,NY14
M001158,Kenny,Marchant,M,rep,2005-01-04,2021-01-03,TX,Republican,24,2005,2021,TX24
M000133,Edward,Markey,M,rep,1975-01-14,2021-01-03,MA,Democrat,7,1975,2021,MA7
M001163,Doris,Matsui,F,rep,2005-03-10,2021-01-03,CA,Democrat,5,2005,2021,CA5
M001165,Kevin,McCarthy,M,rep,2007-01-04,2021-01-03,CA,Republican,22,2007,2021,CA22
M001157,Michael,McCaul,M,rep,2005-01-04,2021-01-03,TX,Republican,10,2005,2021,TX10
M001177,Tom,McClintock,M,rep,2009-01-06,2021-01-03,CA,Republican,4,2009,2021,CA4
M001143,Betty,McCollum,F,rep,2001-01-03,2021-01-03,MN,Democrat,4,2001,2021,MN4
M000312,James,McGovern,M,rep,1997-01-07,2021-01-03,MA,Democrat,3,1997,2021,MA3
M001156,Patrick,McHenry,M,rep,2005-01-04,2021-01-03,NC,Republican,10,2005,2021,NC10
M001180,David,McKinley,M,rep,2011-01-05,2021-01-03,WV,Republican,1,2011,2021,WV1
M001159,Cathy,McMorris Rodgers,F,rep,2005-01-04,2021-01-03,WA,Republican,5,2005,2021,WA5
M001166,Jerry,McNerney,M,rep,2007-01-04,2021-01-03,CA,Democrat,11,2007,2021,CA11
M001137,Gregory,Meeks,M,rep,1997-01-07,2021-01-03,NY,Democrat,6,1997,2021,NY6
M001160,Gwen,Moore,F,rep,2005-01-04,2021-01-03,WI,Democrat,4,2005,2021,WI4
M000934,Jerry,Moran,M,rep,1997-01-07,2023-01-03,KS,Republican,1,1997,2023,KS1
M001169,Christopher,Murphy,M,rep,2007-01-04,2025-01-03,CT,Democrat,5,2007,2025,CT5
N000002,Jerrold,Nadler,M,rep,1992-11-03,2021-01-03,NY,Democrat,17,1992,2021,NY17
N000179,Grace,Napolitano,F,rep,1999-01-06,2021-01-03,CA,Democrat,34,1999,2021,CA34
N000015,Richard,Neal,M,rep,1989-01-03,2021-01-03,MA,Democrat,2,1989,2021,MA2
N000147,Eleanor,Norton,F,rep,1991-01-03,2021-01-03,DC,Democrat,0,1991,2021,DC0
N000181,Devin,Nunes,M,rep,2003-01-07,2021-01-03,CA,Republican,21,2003,2021,CA21
O000168,Pete,Olson,M,rep,2009-01-06,2021-01-03,TX,Republican,22,2009,2021,TX22
P000601,Steven,Palazzo,M,rep,2011-01-05,2021-01-03,MS,Republican,4,2011,2021,MS4
P000034,Frank,Pallone,M,rep,1987-01-06,2021-01-03,NJ,Democrat,6,1987,2021,NJ6
P000096,Bill,Pascrell,M,rep,1997-01-07,2021-01-03,NJ,Democrat,8,1997,2021,NJ8
P000197,Nancy,Pelosi,F,rep,1987-01-06,2021-01-03,CA,Democrat,5,1987,2021,CA5
P000593,Ed,Perlmutter,M,rep,2007-01-04,2021-01-03,CO,Democrat,7,2007,2021,CO7
P000595,Gary,Peters,M,rep,2009-01-06,2021-01-03,MI,Democrat,9,2009,2021,MI9
P000258,Collin,Peterson,M,rep,1991-01-03,2021-01-03,MN,Democrat,7,1991,2021,MN7
P000597,Chellie,Pingree,F,rep,2009-01-06,2021-01-03,ME,Democrat,1,2009,2021,ME1
P000449,Robert,Portman,M,rep,1993-05-04,2023-01-03,OH,Republican,2,1993,2023,OH2
P000599,Bill,Posey,M,rep,2009-01-06,2021-01-03,FL,Republican,15,2009,2021,FL15
P000523,David,Price,M,rep,1987-01-06,2021-01-03,NC,Democrat,4,1987,2021,NC4
Q000023,Mike,Quigley,M,rep,2009-04-07,2021-01-03,IL,Democrat,5,2009,2021,IL5
R000585,Tom,Reed,M,rep,2010-11-18,2021-01-03,NY,Republican,29,2010,2021,NY29
R000588,Cedric,Richmond,M,rep,2011-01-05,2021-01-03,LA,Democrat,2,2011,2021,LA2
R000591,Martha,Roby,F,rep,2011-01-05,2021-01-03,AL,Republican,2,2011,2021,AL2
R000582,David,Roe,M,rep,2009-01-06,2021-01-03,TN,Republican,1,2009,2021,TN1
R000395,Harold,Rogers,M,rep,1981-01-05,2021-01-03,KY,Republican,5,1981,2021,KY5
R000575,Mike,Rogers,M,rep,2003-01-07,2021-01-03,AL,Republican,3,2003,2021,AL3
R000486,Lucille,Roybal-Allard,F,rep,1993-01-05,2021-01-03,CA,Democrat,33,1993,2021,CA33
R000576,C.,Ruppersberger,M,rep,2003-01-07,2021-01-03,MD,Democrat,2,2003,2021,MD2
R000515,Bobby,Rush,M,rep,1993-01-05,2021-01-03,IL,Democrat,1,1993,2021,IL1
R000577,Tim,Ryan,M,rep,2003-01-07,2021-01-03,OH,Democrat,17,2003,2021,OH17
S001177,Gregorio,Sablan,M,rep,2009-01-06,2021-01-03,MP,Democrat,0,2009,2021,MP0
S001168,John,Sarbanes,M,rep,2007-01-04,2021-01-03,MD,Democrat,3,2007,2021,MD3
S001176,Steve,Scalise,M,rep,2008-05-07,2021-01-03,LA,Republican,1,2008,2021,LA1
S001145,Janice,Schakowsky,F,rep,1999-01-06,2021-01-03,IL,Democrat,9,1999,2021,IL9
S001150,Adam,Schiff,M,rep,2001-01-03,2021-01-03,CA,Democrat,27,2001,2021,CA27
S001180,Kurt,Schrader,M,rep,2009-01-06,2021-01-03,OR,Democrat,5,2009,2021,OR5
S000148,Charles,Schumer,M,rep,1981-01-05,2023-01-03,NY,Democrat,16,1981,2023,NY16
S001183,David,Schweikert,M,rep,2011-01-05,2021-01-03,AZ,Republican,5,2011,2021,AZ5
S001189,Austin,Scott,M,rep,2011-01-05,2021-01-03,GA,Republican,8,2011,2021,GA8
S001157,David,Scott,M,rep,2003-01-07,2021-01-03,GA,Democrat,13,2003,2021,GA13
S000185,Robert,Scott,M,rep,1993-01-05,2021-01-03,VA,Democrat,3,1993,2021,VA3
S001184,Tim,Scott,M,rep,2011-01-05,2023-01-03,SC,Republican,1,2011,2023,SC1
S000244,F.,Sensenbrenner,M,rep,1979-01-15,2021-01-03,WI,Republican,9,1979,2021,WI9
S000248,José,Serrano,M,rep,1989-01-03,2021-01-03,NY,Democrat,18,1989,2021,NY18
S001185,Terri,Sewell,F,rep,2011-01-05,2021-01-03,AL,Democrat,7,2011,2021,AL7
S000320,Richard,Shelby,M,rep,1979-01-15,2023-01-03,AL,Democrat,7,1979,2023,AL7
S000344,Brad,Sherman,M,rep,1997-01-07,2021-01-03,CA,Democrat,24,1997,2021,CA24
S000364,John,Shimkus,M,rep,1997-01-07,2021-01-03,IL,Republican,20,1997,2021,IL20
S001148,Michael,Simpson,M,rep,1999-01-06,2021-01-03,ID,Republican,2,1999,2021,ID2
S001165,Albio,Sires,M,rep,2006-11-13,2021-01-03,NJ,Democrat,13,2006,2021,NJ13
S000510,Adam,Smith,M,rep,1997-01-07,2021-01-03,WA,Democrat,9,1997,2021,WA9
S001172,Adrian,Smith,M,rep,2007-01-04,2021-01-03,NE,Republican,3,2007,2021,NE3
S000522,Christopher,Smith,M,rep,1981-01-05,2021-01-03,NJ,Republican,4,1981,2021,NJ4
S001175,Jackie,Speier,F,rep,2008-04-08,2021-01-03,CA,Democrat,12,2008,2021,CA12
S001187,Steve,Stivers,M,rep,2011-01-05,2021-01-03,OH,Republican,15,2011,2021,OH15
S001156,Linda,Sánchez,F,rep,2003-01-07,2021-01-03,CA,Democrat,39,2003,2021,CA39
T000193,Bennie,Thompson,M,rep,1993-04-13,2021-01-03,MS,Democrat,2,1993,2021,MS2
T000460,Mike,Thompson,M,rep,1999-01-06,2021-01-03,CA,Democrat,1,1999,2021,CA1
T000467,Glenn,Thompson,M,rep,2009-01-06,2021-01-03,PA,Republican,5,2009,2021,PA5
T000238,Mac,Thornberry,M,rep,1995-01-04,2021-01-03,TX,Republican,13,1995,2021,TX13
T000250,John,Thune,M,rep,1997-01-07,2023-01-03,SD,Republican,0,1997,2023,SD0
T000470,Scott,Tipton,M,rep,2011-01-05,2021-01-03,CO,Republican,3,2011,2021,CO3
T000469,Paul,Tonko,M,rep,2009-01-06,2021-01-03,NY,Democrat,21,2009,2021,NY21
T000461,Patrick,Toomey,M,rep,1999-01-06,2023-01-03,PA,Republican,15,1999,2023,PA15
T000463,Michael,Turner,M,rep,2003-01-07,2021-01-03,OH,Republican,3,2003,2021,OH3
U000031,Fred,Upton,M,rep,1987-01-06,2021-01-03,MI,Republican,4,1987,2021,MI4
V000128,Chris,Van Hollen,M,rep,2003-01-07,2023-01-03,MD,Democrat,8,2003,2023,MD8
V000081,Nydia,Velázquez,F,rep,1993-01-05,2021-01-03,NY,Democrat,12,1993,2021,NY12
V000108,Peter,Visclosky,M,rep,1985-01-03,2021-01-03,IN,Democrat,1,1985,2021,IN1
W000798,Tim,Walberg,M,rep,2007-01-04,2021-01-03,MI,Republican,7,2007,2021,MI7
W000791,Greg,Walden,M,rep,1999-01-06,2021-01-03,OR,Republican,2,1999,2021,OR2
W000797,Debbie,Wasserman Schultz,F,rep,2005-01-04,2021-01-03,FL,Democrat,20,2005,2021,FL20
W000187,Maxine,Waters,F,rep,1991-01-03,2021-01-03,CA,Democrat,29,1991,2021,CA29
W000806,Daniel,Webster,M,rep,2011-01-05,2021-01-03,FL,Republican,8,2011,2021,FL8
W000800,Peter,Welch,M,rep,2007-01-04,2021-01-03,VT,Democrat,0,2007,2021,VT0
W000795,Joe,Wilson,M,rep,2001-12-18,2021-01-03,SC,Republican,2,2001,2021,SC2
W000808,Frederica,Wilson,F,rep,2011-01-05,2021-01-03,FL,Democrat,17,2011,2021,FL17
W000804,Robert,Wittman,M,rep,2007-12-13,2021-01-03,VA,Republican,1,2007,2021,VA1
W000809,Steve,Womack,M,rep,2011-01-05,2021-01-03,AR,Republican,3,2011,2021,AR3
W000810,Rob,Woodall,M,rep,2011-01-05,2021-01-03,GA,Republican,7,2011,2021,GA7
W000779,Ron,Wyden,M,rep,1981-01-05,2023-01-03,OR,Democrat,3,1981,2023,OR3
Y000062,John,Yarmuth,M,rep,2007-01-04,2021-01-03,KY,Democrat,3,2007,2021,KY3
Y000033,Don,Young,M,rep,1973-03-06,2021-01-03,AK,Republican,0,1973,2021,AK0
Y000064,Todd,Young,M,rep,2011-01-05,2023-01-03,IN,Republican,9,2011,2023,IN9
A000369,Mark,Amodei,M,rep,2011-09-13,2021-01-03,NV,Republican,2,2011,2021,NV2
B001278,Suzanne,Bonamici,F,rep,2012-02-07,2021-01-03,OR,Democrat,1,2012,2021,OR1
D000617,Suzan,DelBene,F,rep,2012-11-13,2021-01-03,WA,Democrat,1,2012,2021,WA1
M001184,Thomas,Massie,M,rep,2012-11-13,2021-01-03,KY,Republican,4,2012,2021,KY4
P000604,Donald,Payne,M,rep,2012-11-15,2021-01-03,NJ,Democrat,10,2012,2021,NJ10
F000454,Bill,Foster,M,rep,2008-03-08,2021-01-03,IL,Democrat,14,2008,2021,IL14
T000468,Dina,Titus,F,rep,2009-01-06,2021-01-03,NV,Democrat,3,2009,2021,NV3
C001095,Tom,Cotton,M,rep,2013-01-03,2021-01-03,AR,Republican,4,2013,2021,AR4
S001191,Kyrsten,Sinema,F,rep,2013-01-03,2025-01-03,AZ,Democrat,9,2013,2025,AZ9
L000578,Doug,LaMalfa,M,rep,2013-01-03,2021-01-03,CA,Republican,1,2013,2021,CA1
H001068,Jared,Huffman,M,rep,2013-01-03,2021-01-03,CA,Democrat,2,2013,2021,CA2
B001287,Ami,Bera,M,rep,2013-01-03,2021-01-03,CA,Democrat,7,2013,2021,CA7
C001094,Paul,Cook,M,rep,2013-01-03,2021-01-03,CA,Republican,8,2013,2021,CA8
S001193,Eric,Swalwell,M,rep,2013-01-03,2021-01-03,CA,Democrat,15,2013,2021,CA15
B001285,Julia,Brownley,F,rep,2013-01-03,2021-01-03,CA,Democrat,26,2013,2021,CA26
C001097,Tony,Cárdenas,M,rep,2013-01-03,2021-01-03,CA,Democrat,29,2013,2021,CA29
R000599,Raul,Ruiz,M,rep,2013-01-03,2021-01-03,CA,Democrat,36,2013,2021,CA36
T000472,Mark,Takano,M,rep,2013-01-03,2021-01-03,CA,Democrat,41,2013,2021,CA41
L000579,Alan,Lowenthal,M,rep,2013-01-03,2021-01-03,CA,Democrat,47,2013,2021,CA47
V000130,Juan,Vargas,M,rep,2013-01-03,2021-01-03,CA,Democrat,51,2013,2021,CA51
P000608,Scott,Peters,M,rep,2013-01-03,2021-01-03,CA,Democrat,52,2013,2021,CA52
Y000065,Ted,Yoho,M,rep,2013-01-03,2021-01-03,FL,Republican,3,2013,2021,FL3
F000462,Lois,Frankel,F,rep,2013-01-03,2021-01-03,FL,Democrat,22,2013,2021,FL22
C001093,Doug,Collins,M,rep,2013-01-03,2021-01-03,GA,Republican,9,2013,2021,GA9
G000571,Tulsi,Gabbard,F,rep,2013-01-03,2021-01-03,HI,Democrat,2,2013,2021,HI2
D000622,Tammy,Duckworth,F,rep,2013-01-03,2023-01-03,IL,Democrat,8,2013,2023,IL8
D000619,Rodney,Davis,M,rep,2013-01-03,2021-01-03,IL,Republican,13,2013,2021,IL13
B001286,Cheri,Bustos,F,rep,2013-01-03,2021-01-03,IL,Democrat,17,2013,2021,IL17
W000813,Jackie,Walorski,F,rep,2013-01-03,2021-01-03,IN,Republican,2,2013,2021,IN2
B001284,Susan,Brooks,F,rep,2013-01-03,2021-01-03,IN,Republican,5,2013,2021,IN5
B001282,Garland,Barr,M,rep,2013-01-03,2021-01-03,KY,Republican,6,2013,2021,KY6
K000379,Joseph,Kennedy,M,rep,2013-01-03,2021-01-03,MA,Democrat,4,2013,2021,MA4
K000380,Daniel,Kildee,M,rep,2013-01-03,2021-01-03,MI,Democrat,5,2013,2021,MI5
W000812,Ann,Wagner,F,rep,2013-01-03,2021-01-03,MO,Republican,2,2013,2021,MO2
D000618,Steve,Daines,M,rep,2013-01-03,2021-01-03,MT,Republican,0,2013,2021,MT0
H001067,Richard,Hudson,M,rep,2013-01-03,2021-01-03,NC,Republican,8,2013,2021,NC8
H001065,George,Holding,M,rep,2013-01-03,2021-01-03,NC,Republican,13,2013,2021,NC13
C001096,Kevin,Cramer,M,rep,2013-01-03,2025-01-03,ND,Republican,0,2013,2025,ND0
K000382,Ann,Kuster,F,rep,2013-01-03,2021-01-03,NH,Democrat,2,2013,2021,NH2
M001188,Grace,Meng,F,rep,2013-01-03,2021-01-03,NY,Democrat,6,2013,2021,NY6
J000294,Hakeem,Jeffries,M,rep,2013-01-03,2021-01-03,NY,Democrat,8,2013,2021,NY8
M001185,Sean,Maloney,M,rep,2013-01-03,2021-01-03,NY,Democrat,18,2013,2021,NY18
W000815,Brad,Wenstrup,M,rep,2013-01-03,2021-01-03,OH,Republican,2,2013,2021,OH2
B001281,Joyce,Beatty,F,rep,2013-01-03,2021-01-03,OH,Democrat,3,2013,2021,OH3
