LEGISLATOR GOVTRACK ID,FIRST NAME,LAST NAME,GENDER,CONGRESSIONAL BRANCH,TERM START DATE,TERM END DATE,STATE,POLITICAL PARTY,STATE DISTRICT,TERM START YEAR,TERM END YEAR,CONGRESSIONAL DISTRICT
B001101,William,Burke,M,rep,1919-05-19,1923-03-03,PA,Republican,-1,1919,1923,PA-1
B001138,Sherman,Burroughs,M,rep,1917-04-02,1923-03-03,NH,Republican,1,1917,1923,NH1
C000066,Ralph,Cameron,M,rep,1909-03-15,1927-03-04,AZ,Republican,0,1909,1927,AZ0
C000097,Philip,Campbell,M,rep,1903-11-09,1923-03-03,KS,Republican,3,1903,1923,KS3
C000121,Joseph,Cannon,M,rep,1873-12-01,1923-03-03,IL,Republican,14,1873,1923,IL14
C000295,Thomas,Chandler,M,rep,1917-04-02,1923-03-03,OK,Republican,1,1917,1923,OK1
C000297,Walter,Chandler,M,rep,1913-04-07,1923-03-03,NY,Progressive,19,1913,1923,NY19
C000474,David,Classon,M,rep,1917-04-02,1923-03-03,WI,Republican,9,1917,1923,WI9
C000532,Wynne,Clouse,M,rep,1921-04-11,1923-03-03,TN,Republican,4,1921,1923,TN4
C000579,George,Codd,M,rep,1921-04-11,1923-03-03,MI,Republican,1,1921,1923,MI1
C000685,Charles,Connell,M,rep,1921-04-11,1923-03-03,PA,Republican,10,1921,1923,PA10
C000770,Ira,Copley,M,rep,1911-04-04,1923-03-03,IL,Republican,11,1911,1923,IL11
C000806,Clarence,Coughlin,M,rep,1921-04-11,1923-03-03,PA,Republican,11,1921,1923,PA11
C000853,Thomas,Crago,M,rep,1911-04-04,1923-03-03,PA,Republican,23,1911,1923,PA23
D000553,Thomas,Dunn,M,rep,1913-04-07,1923-03-03,NY,Republican,38,1913,1923,NY38
E000030,Leonard,Echols,M,rep,1919-05-19,1923-03-03,WV,Republican,6,1919,1923,WV6
E000161,John,Elston,M,rep,1915-12-06,1923-03-03,CA,Progressive,6,1915,1923,CA6
E000256,Robert,Evans,M,rep,1919-05-19,1923-03-03,NE,Republican,3,1919,1923,NE3
F000210,Henry,Flood,M,rep,1901-12-02,1923-03-03,VA,Democrat,10,1901,1923,VA10
F000271,Joseph,Fordney,M,rep,1899-12-04,1923-03-03,MI,Republican,8,1899,1923,MI8
F000341,William,Frankhauser,M,rep,1921-04-11,1923-03-03,MI,Republican,3,1921,1923,MI3
G000004,Harry,Gahn,M,rep,1921-04-11,1923-03-03,OH,Republican,21,1921,1923,OH21
G000123,Lorraine,Gensman,M,rep,1921-04-11,1923-03-03,OK,Republican,6,1921,1923,OK6
G000137,Fred,Gernerd,M,rep,1921-04-11,1923-03-03,PA,Republican,13,1921,1923,PA13
G000275,James,Good,M,rep,1909-03-15,1923-03-03,IA,Republican,5,1909,1923,IA5
G000308,Wells,Goodykoontz,M,rep,1919-05-19,1923-03-03,WV,Republican,5,1919,1923,WV5
G000342,Norman,Gould,M,rep,1915-12-06,1923-03-03,NY,Republican,36,1915,1923,NY36
H000198,Rufus,Hardy,M,rep,1907-12-02,1923-03-03,TX,Democrat,6,1907,1923,TX6
H000227,John,Harreld,M,rep,1919-05-19,1927-03-04,OK,Republican,5,1919,1927,OK5
H000403,Edward,Hays,M,rep,1919-05-19,1923-03-03,MO,Republican,14,1919,1923,MO14
H000510,Lewis,Henry,M,rep,1921-04-11,1923-03-03,NY,Republican,37,1921,1923,NY37
H000540,Manuel,Herrick,M,rep,1921-04-11,1923-03-03,OK,Republican,8,1921,1923,OK8
H000564,Frederick,Hicks,M,rep,1915-12-06,1923-03-03,NY,Republican,1,1915,1923,NY1
H000626,Joseph,Himes,M,rep,1921-04-11,1923-03-03,OH,Republican,16,1921,1923,OH16
H000693,Michael,Hogan,M,rep,1921-04-11,1923-03-03,NY,Republican,7,1921,1923,NY7
H000813,Alanson,Houghton,M,rep,1919-05-19,1923-03-03,NY,Republican,37,1919,1923,NY37
H000900,Winnifred,Huck,F,rep,1921-04-11,1923-03-03,IL,Republican,-1,1921,1923,IL-1
H000933,Theodore,Hukriede,M,rep,1921-04-11,1923-03-03,MO,Republican,9,1921,1923,MO9
H000949,Augustin,Humphrey,M,rep,1921-04-11,1923-03-03,NE,Republican,6,1921,1923,NE6
H001005,James,Husted,M,rep,1915-12-06,1923-03-03,NY,Republican,25,1915,1923,NY25
H001012,Elijah,Hutchinson,M,rep,1915-12-06,1923-03-03,NJ,Republican,4,1915,1923,NJ4
I000030,Clifford,Ireland,M,rep,1917-04-02,1923-03-03,IL,Republican,16,1917,1923,IL16
J000041,Henderson,Jacoway,M,rep,1911-04-04,1923-03-03,AR,Democrat,5,1911,1923,AR5
J000052,Rorer,James,M,rep,1919-05-19,1923-03-03,VA,Democrat,5,1919,1923,VA5
J000067,Albert,Jefferis,M,rep,1919-05-19,1923-03-03,NE,Republican,2,1919,1923,NE2
J000166,Paul,Johnson,M,rep,1919-05-19,1923-03-03,MS,Democrat,6,1919,1923,MS6
J000217,Evan,Jones,M,rep,1919-05-19,1923-03-03,PA,Republican,21,1919,1923,PA21
K000004,Jonah,Kalanianaole,M,rep,1903-11-09,1923-03-03,HI,Republican,-1,1903,1923,HI-1
K000061,Patrick,Kelley,M,rep,1913-04-07,1923-03-03,MI,Republican,-1,1913,1923,MI-1
K000100,Ambrose,Kennedy,M,rep,1913-04-07,1923-03-03,RI,Republican,3,1913,1923,RI3
K000221,Moses,Kinkaid,M,rep,1903-11-09,1923-03-03,NE,Republican,6,1903,1923,NE6
K000240,William,Kirkpatrick,M,rep,1921-04-11,1923-03-03,PA,Republican,26,1921,1923,PA26
K000245,John,Kissel,M,rep,1921-04-11,1923-03-03,NY,Republican,3,1921,1923,NY3
K000260,John,Kleczka,M,rep,1919-05-19,1923-03-03,WI,Republican,4,1919,1923,WI4
K000266,Ardolph,Kline,M,rep,1921-04-11,1923-03-03,NY,Republican,5,1921,1923,NY5
K000267,Isaac,Kline,M,rep,1921-04-11,1923-03-03,PA,Republican,16,1921,1923,PA16
K000284,Charles,Knight,M,rep,1921-04-11,1923-03-03,OH,Republican,14,1921,1923,OH14
K000323,Milton,Kraus,M,rep,1917-04-02,1923-03-03,IN,Republican,11,1917,1923,IN11
K000327,Aaron,Kreider,M,rep,1913-04-07,1923-03-03,PA,Republican,18,1913,1923,PA18
L000135,Henry,Lawrence,M,rep,1921-04-11,1923-03-03,MO,Republican,3,1921,1923,MO3
L000151,Caleb,Layton,M,rep,1919-05-19,1923-03-03,DE,Republican,0,1919,1923,DE0
L000207,Warren,Lee,M,rep,1921-04-11,1923-03-03,NY,Republican,6,1921,1923,NY6
L000241,Irvine,Lenroot,M,rep,1909-03-15,1927-03-04,WI,Republican,11,1909,1927,WI11
L000408,Meyer,London,M,rep,1915-12-06,1923-03-03,NY,Socialist,12,1915,1923,NY12
L000503,Willfred,Lufkin,M,rep,1917-04-02,1923-03-03,MA,Republican,6,1917,1923,MA6
L000505,Oscar,Luhring,M,rep,1919-05-19,1923-03-03,IN,Republican,1,1919,1923,IN1
M000092,Robert,Maloney,M,rep,1921-04-11,1923-03-03,MA,Republican,7,1921,1923,MA7
M000104,James,Mann,M,rep,1897-03-15,1923-03-03,IL,Republican,1,1897,1923,IL1
M000228,William,Mason,M,rep,1887-12-05,1923-03-03,IL,Republican,3,1887,1923,IL3
M000298,Clifton,McArthur,M,rep,1915-12-06,1923-03-03,OR,Republican,3,1915,1923,OR3
M000373,Washington,McCormick,M,rep,1921-04-11,1923-03-03,MT,Republican,1,1921,1923,MT1
M000521,William,McKinley,M,rep,1905-12-04,1927-03-04,IL,Republican,19,1905,1927,IL19
M000540,Joseph,McLaughlin,M,rep,1917-04-02,1923-03-03,PA,Republican,-1,1917,1923,PA-1
M000592,Isaac,McPherson,M,rep,1919-05-19,1923-03-03,MO,Republican,15,1919,1923,MO15
M000781,Frank,Millspaugh,M,rep,1921-04-11,1923-03-03,MO,Republican,1,1921,1923,MO1
M000852,Franklin,Mondell,M,rep,1895-12-02,1923-03-03,WY,Republican,0,1895,1923,WY0
M000877,Néstor,Montoya,M,rep,1921-04-11,1923-03-03,NM,Republican,1,1921,1923,NM1
N000029,Adolphus,Nelson,M,rep,1917-04-02,1923-03-03,WI,Republican,11,1917,1923,WI11
N000124,John,Nolan,M,rep,1913-04-07,1923-03-03,CA,Republican,5,1913,1923,CA5
N000154,Miner,Norton,M,rep,1921-04-11,1923-03-03,OH,Republican,20,1921,1923,OH20
O000042,Charles,Ogden,M,rep,1919-05-19,1923-03-03,KY,Republican,5,1919,1923,KY5
O000082,Archibald,Olpp,M,rep,1921-04-11,1923-03-03,NJ,Republican,11,1921,1923,NJ11
O000143,James,Overstreet,M,rep,1905-12-04,1923-03-03,GA,Democrat,1,1905,1923,GA1
P000012,Lemuel,Padgett,M,rep,1901-12-02,1923-03-03,TN,Democrat,7,1901,1923,TN7
P000070,Richard,Parker,M,rep,1895-12-02,1923-03-03,NJ,Republican,6,1895,1923,NJ6
P000083,Lucian,Parrish,M,rep,1919-05-19,1923-03-03,TX,Democrat,13,1919,1923,TX13
P000143,John,Paul,M,rep,1921-04-11,1923-03-03,VA,Republican,7,1921,1923,VA7
P000253,John,Peters,M,rep,1913-04-07,1923-03-03,ME,Republican,3,1913,1923,ME3
P000257,Andrew,Petersen,M,rep,1921-04-11,1923-03-03,NY,Republican,9,1921,1923,NY9
P000542,Joseph,Pringey,M,rep,1921-04-11,1923-03-03,OK,Republican,4,1921,1923,OK4
R000005,Amos,Radcliffe,M,rep,1919-05-19,1923-03-03,NJ,Republican,7,1919,1923,NJ7
R000017,Lilius,Rainey,M,rep,1919-05-19,1923-03-03,AL,Democrat,7,1919,1923,AL7
R000101,Charles,Reavis,M,rep,1915-12-06,1923-03-03,NE,Republican,1,1915,1923,NE1
R000102,John,Reber,M,rep,1919-05-19,1923-03-03,PA,Republican,12,1919,1923,PA12
R000190,Marion,Rhodes,M,rep,1905-12-04,1923-03-03,MO,Republican,13,1905,1923,MO13
R000236,Edwin,Ricketts,M,rep,1915-12-06,1923-03-03,OH,Republican,11,1915,1923,OH11
R000237,Carl,Riddick,M,rep,1919-05-19,1923-03-03,MT,Republican,2,1919,1923,MT2
R000318,Alice,Robertson,F,rep,1921-04-11,1923-03-03,OK,Republican,2,1921,1923,OK2
R000371,William,Rodenberg,M,rep,1899-12-04,1923-03-03,IL,Republican,21,1899,1923,IL21
R000437,John,Rose,M,rep,1917-04-02,1923-03-03,PA,Republican,19,1917,1923,PA19
R000457,Albert,Rossdale,M,rep,1921-04-11,1923-03-03,NY,Republican,23,1921,1923,NY23
R000494,William,Rucker,M,rep,1899-12-04,1923-03-03,MO,Democrat,2,1899,1923,MO2
R000560,Thomas,Ryan,M,rep,1921-04-11,1923-03-03,NY,Republican,15,1921,1923,NY15
S000181,Lon,Scott,M,rep,1921-04-11,1923-03-03,TN,Republican,8,1921,1923,TN8
S000306,Guy,Shaw,M,rep,1921-04-11,1923-03-03,IL,Republican,20,1921,1923,IL20
S000328,Samuel,Shelton,M,rep,1921-04-11,1923-03-03,MO,Republican,16,1921,1923,MO16
S000404,Isaac,Siegel,M,rep,1915-12-06,1923-03-03,NY,Republican,20,1915,1923,NY20
S000456,Thomas,Sisson,M,rep,1909-03-15,1923-03-03,MS,Democrat,4,1909,1923,MS4
S000486,Campbell,Slemp,M,rep,1907-12-02,1923-03-03,VA,Republican,9,1907,1923,VA9
S000842,Halvor,Steenerson,M,rep,1903-11-09,1923-03-03,MN,Republican,9,1903,1923,MN9
S000927,Walter,Stiness,M,rep,1915-12-06,1923-03-03,RI,Republican,2,1915,1923,RI2
S000951,Philip,Stoll,M,rep,1919-05-19,1923-03-03,SC,Democrat,6,1919,1923,SC6
S001106,Burton,Sweet,M,rep,1915-12-06,1923-03-03,IA,Republican,3,1915,1923,IA3
T000069,Chester,Taylor,M,rep,1921-04-11,1923-03-03,AR,Democrat,6,1921,1923,AR6
T000100,Samuel,Taylor,M,rep,1911-04-04,1923-03-03,AR,Democrat,6,1911,1923,AR6
T000126,Peter,Ten Eyck,M,rep,1913-04-07,1923-03-03,NY,Democrat,28,1913,1923,NY28
T000245,Roy,Thorpe,M,rep,1921-04-11,1923-03-03,NE,Republican,1,1921,1923,NE1
U000013,Oscar,Underwood,M,rep,1895-12-02,1927-03-04,AL,Democrat,9,1895,1927,AL9
V000111,Lester,Volk,M,rep,1919-05-19,1923-03-03,NY,Republican,10,1919,1923,NY10
V000114,Andrew,Volstead,M,rep,1903-11-09,1923-03-03,MN,Republican,7,1903,1923,MN7
W000101,Joseph,Walsh,M,rep,1915-12-06,1923-03-03,MA,Republican,16,1915,1923,MA16
W000205,Thomas,Watson,M,rep,1891-12-07,1923-03-03,GA,Democrat,10,1891,1923,GA10
W000723,James,Woods,M,rep,1917-04-02,1923-03-03,VA,Democrat,6,1917,1923,VA6
A000144,Robert,Allen,M,rep,1923-12-03,1925-03-03,WV,Democrat,2,1923,1925,WV2
A000233,Sydney,Anderson,M,rep,1911-04-04,1925-03-03,MN,Republican,1,1911,1925,MN1
B000712,William,Boyce,M,rep,1923-12-03,1925-03-03,DE,Democrat,0,1923,1925,DE0
B000954,Charles,Browne,M,rep,1923-12-03,1925-03-03,NJ,Democrat,4,1923,1925,NJ4
B001027,James,Buckley,M,rep,1923-12-03,1925-03-03,IL,Democrat,6,1923,1925,IL6
C000126,James,Cantrill,M,rep,1909-03-15,1925-03-03,KY,Democrat,7,1909,1925,KY7
C000430,Frank,Clark,M,rep,1905-12-04,1925-03-03,FL,Democrat,2,1905,1925,FL2
C000575,William,Cockran,M,rep,1887-12-05,1925-03-03,NY,Democrat,12,1887,1925,NY12
C000613,Raymond,Cole,M,rep,1919-05-19,1925-03-03,OH,Republican,8,1919,1925,OH8
C000727,Samuel,Cook,M,rep,1923-12-03,1925-03-03,IN,Democrat,11,1923,1925,IN11
C000923,William,Croll,M,rep,1923-12-03,1925-03-03,PA,Democrat,14,1923,1925,PA14
C000987,Herbert,Cummings,M,rep,1923-12-03,1925-03-03,PA,Democrat,17,1923,1925,PA17
D000093,Charles,Davis,M,rep,1903-11-09,1925-03-03,MN,Republican,3,1903,1925,MN3
D000561,Henry,Dupré,M,rep,1909-03-15,1925-03-03,LA,Democrat,2,1909,1925,LA2
E000001,John,Eagan,M,rep,1913-04-07,1925-03-03,NJ,Democrat,11,1913,1925,NJ11
E000243,Hiram,Evans,M,rep,1923-12-03,1925-03-03,IA,Republican,8,1923,1925,IA8
F000007,Louis,Fairfield,M,rep,1917-04-02,1925-03-03,IN,Republican,12,1917,1925,IN12
F000048,George,Favrot,M,rep,1907-12-02,1925-03-03,LA,Democrat,6,1907,1925,LA6
F000113,William,Fields,M,rep,1911-04-04,1925-03-03,KY,Democrat,9,1911,1925,KY9
F000194,Frederick,Fleetwood,M,rep,1923-12-03,1925-03-03,VT,Republican,1,1923,1925,VT1
F000306,Israel,Foster,M,rep,1919-05-19,1925-03-03,OH,Republican,10,1919,1925,OH10
G000038,James,Ganly,M,rep,1919-05-19,1925-03-03,NY,Democrat,24,1919,1925,NY24
G000133,Elmer,Geran,M,rep,1923-12-03,1925-03-03,NJ,Democrat,3,1923,1925,NJ3
G000234,Samuel,Glatfelter,M,rep,1923-12-03,1925-03-03,PA,Democrat,22,1923,1925,PA22
G000364,William,Graham,M,rep,1917-04-02,1925-03-03,IL,Republican,14,1917,1925,IL14
G000430,William,Greene,M,rep,1897-03-15,1925-03-03,MA,Republican,13,1897,1925,MA13
H000759,James,Hooker,M,rep,1921-04-11,1925-03-03,VA,Democrat,5,1921,1925,VA5
H000941,Harry,Hull,M,rep,1915-12-06,1925-03-03,IA,Republican,2,1915,1925,IA2
H000960,Benjamin,Humphreys,M,rep,1903-11-09,1925-03-03,MS,Democrat,3,1903,1925,MS3
H000964,William,Humphreys,M,rep,1923-12-03,1925-03-03,MS,Democrat,3,1923,1925,MS3
J000273,Henry,Jost,M,rep,1923-12-03,1925-03-03,MO,Democrat,5,1923,1925,MO5
K000003,Julius,Kahn,M,rep,1899-12-04,1925-03-03,CA,Republican,4,1899,1925,CA4
K000250,Claude,Kitchin,M,rep,1901-12-02,1925-03-03,NC,Democrat,2,1901,1925,NC2
L000004,Robert,La Follette,M,rep,1885-12-07,1925-12-31,WI,Republican,3,1885,1925,WI3
L000104,Oscar,Larson,M,rep,1921-04-11,1925-03-03,MN,Republican,8,1921,1925,MN8
L000171,Robert,Leach,M,rep,1923-12-03,1925-03-03,MA,Republican,15,1923,1925,MA15
L000311,Thomas,Lilly,M,rep,1923-12-03,1925-03-03,WV,Democrat,5,1923,1925,WV5
L000349,Edward,Little,M,rep,1917-04-02,1925-03-03,KS,Republican,2,1917,1925,KS2
L000393,Henry,Lodge,M,rep,1887-12-05,1924-11-09,MA,Republican,6,1887,1924,MA6
L000406,William,Logan,M,rep,1921-04-11,1925-03-03,SC,Democrat,1,1921,1925,SC1
M000028,James,MacLafferty,M,rep,1921-04-11,1925-03-03,CA,Republican,6,1921,1925,CA6
M000506,John,McKenzie,M,rep,1911-04-04,1925-03-03,IL,Republican,13,1911,1925,IL13
M000588,Frank,McNulty,M,rep,1923-12-03,1925-03-03,NJ,Democrat,8,1923,1925,NJ8
M000723,Edward,Miller,M,rep,1923-12-03,1925-03-03,IL,Republican,22,1923,1925,IL22
M000789,Daniel,Minahan,M,rep,1919-05-19,1925-03-03,NJ,Democrat,9,1919,1925,NJ9
M000890,Allen,Moore,M,rep,1921-04-11,1925-03-03,IL,Republican,19,1921,1925,IL19
M000914,Robert,Moore,M,rep,1923-12-03,1925-03-03,GA,Democrat,1,1923,1925,GA1
M000928,Merrill,Moores,M,rep,1915-12-06,1925-03-03,IN,Republican,7,1915,1925,IN7
M000981,Joseph,Morris,M,rep,1923-12-03,1925-03-03,KY,Democrat,7,1923,1925,KY7
M001041,Luther,Mott,M,rep,1911-04-04,1925-03-03,NY,Republican,28,1911,1925,NY28
M001060,Sydney,Mudd,M,rep,1915-12-06,1925-03-03,MD,Republican,5,1915,1925,MD5
N000125,Mae,Nolan,F,rep,1921-04-11,1925-03-03,CA,Republican,5,1921,1925,CA5
O000008,Charles,O’Brien,M,rep,1921-04-11,1925-03-03,NJ,Democrat,12,1921,1925,NJ12
O000123,Patrick,O’Sullivan,M,rep,1923-12-03,1925-03-03,CT,Democrat,5,1923,1925,CT5
O000112,Henry,Osborne,M,rep,1917-04-02,1925-03-03,CA,Republican,10,1917,1925,CA10
P000024,Calvin,Paige,M,rep,1913-04-07,1925-03-03,MA,Republican,3,1913,1925,MA3
P000051,Frank,Park,M,rep,1913-04-07,1925-03-03,GA,Democrat,2,1913,1925,GA2
R000015,John,Rainey,M,rep,1917-04-02,1925-03-03,IL,Democrat,4,1917,1925,IL4
R000127,Stuart,Reed,M,rep,1917-04-02,1925-03-03,WV,Republican,3,1917,1925,WV3
R000211,Charles,Richards,M,rep,1923-12-03,1925-03-03,NV,Democrat,0,1923,1925,NV0
R000264,Daniel,Riordan,M,rep,1899-12-04,1925-03-03,NY,Democrat,8,1899,1925,NY8
R000289,Sidney,Roach,M,rep,1921-04-11,1925-03-03,MO,Republican,8,1921,1925,MO8
R000441,Benjamin,Rosenbloom,M,rep,1921-04-11,1925-03-03,WV,Republican,1,1921,1925,WV1
S000019,William,Salmon,M,rep,1923-12-03,1925-03-03,TN,Democrat,7,1923,1925,TN7
S000034,Everett,Sanders,M,rep,1917-04-02,1925-03-03,IN,Republican,5,1917,1925,IN5
S000090,Lewis,Sawyer,M,rep,1923-12-03,1925-03-03,AR,Democrat,6,1923,1925,AR6
S000355,Isaac,Sherwood,M,rep,1873-12-01,1925-03-03,OH,Republican,6,1873,1925,OH6
S000457,Frank,Sites,M,rep,1923-12-03,1925-03-03,PA,Democrat,19,1923,1925,PA19
S000573,John,Smith,M,rep,1911-04-04,1925-03-03,MI,Republican,3,1911,1925,MI3
S000666,Homer,Snyder,M,rep,1915-12-06,1925-03-03,NY,Republican,33,1915,1925,NY33
S000850,Charles,Stengle,M,rep,1923-12-03,1925-03-03,NY,Democrat,6,1923,1925,NY6
T000014,Peter,Tague,M,rep,1915-12-06,1925-03-03,MA,Democrat,10,1915,1925,MA10
T000325,Horace,Towner,M,rep,1911-04-04,1925-03-03,IA,Republican,8,1911,1925,IA8
T000455,John,Tyson,M,rep,1921-04-11,1925-03-03,AL,Democrat,2,1921,1925,AL2
W000129,Charles,Ward,M,rep,1915-12-06,1925-03-03,NY,Republican,27,1915,1925,NY27
W000132,Hallett,Ward,M,rep,1921-04-11,1925-03-03,NC,Democrat,1,1921,1925,NC1
W000191,Elton,Watkins,M,rep,1923-12-03,1925-03-03,OR,Democrat,3,1923,1925,OR3
W000240,John,Webster,M,rep,1919-05-19,1925-03-03,WA,Republican,5,1919,1925,WA5
W000300,George,Wertz,M,rep,1923-12-03,1925-03-03,PA,Republican,20,1923,1925,PA20
W000621,William,Wilson,M,rep,1923-12-03,1925-03-03,IN,Democrat,1,1923,1925,IN1
W000639,Samuel,Winslow,M,rep,1913-04-07,1925-03-03,MA,Republican,4,1913,1925,MA4
W000650,James,Wise,M,rep,1915-12-06,1925-03-03,GA,Democrat,6,1915,1925,GA6
W000679,Joseph,Wolff,M,rep,1923-12-03,1925-03-03,MO,Democrat,13,1923,1925,MO13
Y000036,George,Young,M,rep,1913-04-07,1925-03-03,ND,Republican,2,1913,1925,ND2
A000266,Stewart,Appleby,M,rep,1925-12-07,1927-03-04,NJ,Republican,3,1925,1927,NJ3
B000048,Ralph,Bailey,M,rep,1925-12-07,1927-03-04,MO,Republican,14,1925,1927,MO14
B000493,Harris,Bixler,M,rep,1921-04-11,1927-03-04,PA,Republican,28,1921,1927,PA28
C000168,Edmund,Carpenter,M,rep,1925-12-07,1927-03-04,PA,Republican,12,1925,1927,PA12
C000196,Charles,Carter,M,rep,1907-12-02,1927-03-04,OK,Democrat,4,1907,1927,OK4
C000391,George,Churchill,M,rep,1925-12-07,1927-03-04,MA,Republican,2,1925,1927,MA2
C000500,William,Cleary,M,rep,1917-04-02,1927-03-04,NY,Democrat,8,1917,1927,NY8
F000004,Benjamin,Fairchild,M,rep,1895-12-02,1927-03-04,NY,Republican,16,1895,1927,NY16
F000182,Lawrence,Flaherty,M,rep,1925-12-07,1927-03-04,CA,Republican,5,1925,1927,CA5
F000358,John,Fredericks,M,rep,1923-12-03,1927-03-04,CA,Republican,10,1923,1927,CA10
F000407,Charles,Fuller,M,rep,1903-11-09,1927-03-04,IL,Republican,12,1903,1927,IL12
F000428,Frank,Funk,M,rep,1921-04-11,1927-03-04,IL,Republican,17,1921,1927,IL17
G000201,Frederick,Gillett,M,rep,1893-08-07,1931-03-03,MA,Republican,2,1893,1931,MA2
G000329,John,Gorman,M,rep,1921-04-11,1927-03-04,IL,Republican,6,1921,1927,IL6
H000446,James,Heflin,M,rep,1904-05-19,1931-03-03,AL,Democrat,5,1904,1931,AL5
H000597,John,Hill,M,rep,1921-04-11,1927-03-04,MD,Republican,3,1921,1927,MD3
J000061,William,Jarrett,M,rep,1923-12-03,1927-03-04,HI,Democrat,-1,1923,1927,HI-1
J000118,Ben,Johnson,M,rep,1907-12-02,1927-03-04,KY,Democrat,4,1907,1927,KY4
K000057,Oscar,Keller,M,rep,1919-05-19,1927-03-04,MN,Ind. Republican,4,1919,1927,MN4
K000234,Andrew,Kirk,M,rep,1925-12-07,1927-03-04,KY,Republican,10,1925,1927,KY10
L000072,John,Langley,M,rep,1907-12-02,1927-03-04,KY,Republican,10,1907,1927,KY10
L000194,Gordon,Lee,M,rep,1905-12-04,1927-03-04,GA,Democrat,7,1905,1927,GA7
L000331,Walter,Lineberger,M,rep,1921-04-11,1927-03-04,CA,Republican,9,1921,1927,CA9
L000348,Chauncey,Little,M,rep,1925-12-07,1927-03-04,KS,Democrat,2,1925,1927,KS2
M000046,James,Magee,M,rep,1923-12-03,1927-03-04,PA,Republican,35,1923,1927,PA35
M000541,Melvin,McLaughlin,M,rep,1919-05-19,1927-03-04,NE,Republican,4,1919,1927,NE4
M000776,Ogden,Mills,M,rep,1921-04-11,1927-03-04,NY,Republican,17,1921,1927,NY17
M000870,Samuel,Montgomery,M,rep,1925-12-07,1927-03-04,OK,Republican,1,1925,1927,OK1
N000075,Cleveland,Newton,M,rep,1919-05-19,1927-03-04,MO,Republican,10,1919,1927,MO10
P000114,Francis,Patterson,M,rep,1919-05-19,1927-03-04,NJ,Republican,1,1919,1927,NJ1
P000239,Nathan,Perlman,M,rep,1919-05-19,1927-03-04,NY,Republican,14,1919,1927,NY14
P000314,Thomas,Phillips,M,rep,1923-12-03,1927-03-04,PA,Republican,26,1923,1927,PA26
R000019,John,Raker,M,rep,1911-04-04,1927-03-04,CA,Democrat,1,1911,1927,CA1
R000059,Joseph,Ransdell,M,rep,1899-12-04,1931-03-03,LA,Democrat,5,1899,1931,LA5
R000400,John,Rogers,M,rep,1913-04-07,1927-03-04,MA,Republican,5,1913,1927,MA5
R000466,Arthur,Rouse,M,rep,1911-04-04,1927-03-04,KY,Democrat,6,1911,1927,KY6
S000169,Frank,Scott,M,rep,1915-12-06,1927-03-04,MI,Republican,11,1915,1927,MI11
S000415,Furnifold,Simmons,M,rep,1887-12-05,1931-03-03,NC,Democrat,2,1887,1931,NC2
S000643,John,Smithwick,M,rep,1919-05-19,1927-03-04,FL,Democrat,3,1919,1927,FL3
S000680,John,Sosnowski,M,rep,1925-12-07,1927-03-04,MI,Republican,1,1925,1927,MI1
S001097,Joshua,Swartz,M,rep,1925-12-07,1927-03-04,PA,Republican,19,1925,1927,PA19
S001126,William,Swoope,M,rep,1923-12-03,1927-03-04,PA,Republican,23,1923,1927,PA23
T000080,Herbert,Taylor,M,rep,1921-04-11,1927-03-04,NJ,Republican,8,1921,1927,NJ8
T000082,James,Taylor,M,rep,1923-12-03,1927-03-04,WV,Democrat,6,1923,1927,WV6
T000146,Harry,Thayer,M,rep,1925-12-07,1927-03-04,MA,Republican,8,1925,1927,MA8
T000185,Robert,Thomas,M,rep,1909-03-15,1927-03-04,KY,Democrat,3,1909,1927,KY3
T000282,Jasper,Tincher,M,rep,1919-05-19,1927-03-04,KS,Republican,7,1919,1927,KS7
T000299,Harold,Tolley,M,rep,1925-12-07,1927-03-04,NY,Republican,34,1925,1927,NY34
U000026,William,Upshaw,M,rep,1919-05-19,1927-03-04,GA,Democrat,5,1919,1927,GA5
V000110,Edward,Voigt,M,rep,1917-04-02,1927-03-04,WI,Republican,2,1917,1927,WI2
W000109,Anderson,Walters,M,rep,1913-04-07,1927-03-04,PA,Republican,-1,1913,1927,PA-1
W000251,Knud,Wefald,M,rep,1923-12-03,1927-03-04,MN,Farmer-Labor,9,1923,1927,MN9
W000339,Loren,Wheeler,M,rep,1915-12-06,1927-03-04,IL,Republican,21,1915,1927,IL21
W000490,Arthur,Williams,M,rep,1923-12-03,1927-03-04,MI,Republican,3,1923,1927,MI3
W000737,Harry,Woodyard,M,rep,1903-11-09,1927-03-04,WV,Republican,4,1903,1927,WV4
H000362,Harry,Hawes,M,rep,1921-04-11,1933-02-03,MO,Democrat,11,1921,1933,MO11
S000534,Frank,Smith,M,rep,1919-05-19,1921-03-03,IL,Republican,17,1919,1921,IL17
A000261,Daniel,Anthony,M,rep,1907-12-02,1929-03-03,KS,Republican,1,1907,1929,KS1
B000291,Joseph,Beck,M,rep,1921-04-11,1929-03-03,WI,Republican,7,1921,1929,WI7
B000314,James,Begg,M,rep,1919-05-19,1929-03-03,OH,Republican,13,1919,1929,OH13
B000407,Victor,Berger,M,rep,1911-04-04,1929-03-03,WI,Socialist,5,1911,1929,WI5
B000495,Eugene,Black,M,rep,1915-12-06,1929-03-03,TX,Democrat,1,1915,1929,TX1
